"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","990
069","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","68","",".",".",".",".",".",".",".","98.5",".",".",".","1.5",".",".",".","."
"PSYCH
820","Dept. Total","4717","3.031","32.3","15.2","17.7","11.9","14.9","3.9","1.5","2.1","0.0",".",".","0.1","0.1","0.1","0.0","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","629","2.580","12.4","13.8","16.1","19.6","27.0","7.5","3.3",".",".",".",".",".",".",".",".","0.3"
"Sophomore","","1258","2.886","22.4","16.4","20.0","15.6","18.3","4.8","2.1","0.1",".",".",".",".","0.1","0.1",".","0.2"
"Junior","","1184","3.047","32.6","16.0","19.8","10.4","15.0","3.9","1.5","0.2",".",".",".","0.1",".","0.2",".","0.3"
"Senior","","1295","3.296","44.6","15.8","17.6","9.0","9.2","2.2","0.4","1.2","0.1",".",".",".","0.1",".",".","."
"Undergraduates","","4366","3.004","30.3","15.8","18.7","12.8","16.0","4.1","1.6","0.4","0.0",".",".","0.0","0.0","0.1",".","0.2"
"Special","","49","3.321","34.7","10.2","12.2","4.1","4.1","4.1",".","24.5",".",".",".",".",".","2.0","4.1","."
"Graduate","","300","3.779","61.3","7.7","5.0",".","1.7",".",".","23.3",".",".",".","0.7","0.3",".",".","."
"Prof Yr 3","","2","3.700","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.700","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4717","3.031","32.3","15.2","17.7","11.9","14.9","3.9","1.5","2.1","0.0",".",".","0.1","0.1","0.1","0.0","0.2"
