"Intermed Problem Solving-Engrs","Course Total","","38","3.868","84.2","7.9","5.3","2.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Research Pract-Engr Physics I","568
014","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research Pract-Engr Physics II","569
010","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Micro- and Nanoscale Mechanics","615
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"E P
347","Dept. Total","","50","3.877","84.0","8.0","4.0","4.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","8","3.750","75.0",".","12.5","12.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","40","3.890","85.0","10.0","2.5","2.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","48","3.871","83.3","8.3","4.2","4.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","50","3.877","84.0","8.0","4.0","4.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
