"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1900","3.743","62.8","22.1","8.0","1.7","0.5","0.1","0.1","4.3","",".",".","",".","0.1","0.2",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.919","91.9",".","8.1",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","74","3.867","90.5","5.4",".",".","1.4","1.4","1.4",".","",".",".","",".",".",".",".",".","."
"Junior","","269","3.681","57.2","28.6","11.9","1.5","0.7",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","1077","3.717","61.8","25.3","9.6","2.5","0.6","0.1","0.1",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","1457","3.718","63.2","24.2","9.5","2.1","0.7","0.1","0.1",".","",".",".","",".",".",".",".",".","."
"Special","","26","3.754","57.7","23.1","7.7",".",".",".",".","7.7","",".",".","",".",".","3.8",".",".","."
"Graduate","","409","3.870","62.1","14.2","2.9","0.2",".",".",".","19.6","",".",".","",".","0.5","0.2",".","0.2","."
"Prof Yr 4","","8","3.786","50.0","37.5",".",".",".",".",".",".","",".",".","",".",".","12.5",".",".","."
"Professionals","","8","3.786","50.0","37.5",".",".",".",".",".",".","",".",".","",".",".","12.5",".",".","."
"","College Total","1900","3.743","62.8","22.1","8.0","1.7","0.5","0.1","0.1","4.3","",".",".","",".","0.1","0.2",".","0.1","."
