"","990
045","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
046","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
048","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Thesis","Course Total","28","",".",".",".",".",".",".",".","85.7","3.6",".",".","10.7","",".",".",".","."
"SPANISH
912","Dept. Total","3177","3.301","37.7","20.6","24.4","5.3","7.4","1.5","1.2","1.8","0.0",".",".","0.1","",".","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","362","3.149","27.9","19.9","31.5","7.2","9.1","2.5","1.7",".",".",".",".",".","",".","0.3",".","."
"Sophomore","","929","3.340","34.8","24.2","28.0","5.3","5.9","0.6","0.9","0.3",".",".",".",".","",".",".",".","."
"Junior","","820","3.300","39.4","19.6","24.0","5.7","7.6","1.8","0.9","1.0",".",".",".",".","",".",".",".","."
"Senior","","902","3.280","41.9","18.3","20.5","5.0","9.2","1.8","1.9","1.4",".",".",".",".","",".",".",".","."
"Undergraduates","","3013","3.287","37.3","20.7","25.1","5.5","7.7","1.5","1.3","0.8",".",".",".",".","",".","0.0",".","."
"Special","","18","3.615","44.4","16.7","27.8",".",".",".",".","11.1",".",".",".",".","",".",".",".","."
"Graduate","","140","3.693","45.7","20.0","9.3",".","0.7","0.7",".","20.7","0.7",".",".","2.1","",".",".",".","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".",".",".","."
"Prof Yr 3","","4","3.455","25.0","25.0","25.0",".",".",".",".","25.0",".",".",".",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","6","3.600","33.3","16.7","16.7",".",".",".",".","33.3",".",".",".",".","",".",".",".","."
"","Dept. Total","3177","3.301","37.7","20.6","24.4","5.3","7.4","1.5","1.2","1.8","0.0",".",".","0.1","",".","0.0",".","."
