"","990
034","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","34","",".",".",".",".",".",".",".","73.5","",".",".",".","23.5","",".",".","2.9","."
"FOOD SCI
390","Dept. Total","992","3.161","26.7","21.6","22.7","7.5","7.4","1.9","0.8","6.1","",".","4.4",".","0.8","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","57","2.953","19.3","7.0","21.1","15.8","10.5",".","1.8",".","",".","24.6",".",".","",".",".",".","."
"Sophomore","","160","3.083","26.9","15.0","21.9","8.8","10.6","3.1","0.6",".","",".","13.1",".",".","",".",".",".","."
"Junior","","214","3.193","27.6","28.5","22.4","8.4","6.5","2.3",".","0.5","",".","3.7",".",".","",".",".",".","."
"Senior","","441","3.145","26.5","24.9","27.0","7.3","7.9","2.0","1.4","2.9","",".",".",".",".","",".",".",".","."
"Undergraduates","","872","3.133","26.4","22.8","24.5","8.4","8.3","2.2","0.9","1.6","",".","4.9",".",".","",".",".",".","."
"Special","","26","3.480","42.3","19.2","19.2","3.8","3.8",".",".","7.7","",".","3.8",".",".","",".",".",".","."
"Graduate","","94","3.712","25.5","10.6","6.4",".",".",".",".","47.9","",".",".",".","8.5","",".",".","1.1","."
"","Dept. Total","992","3.161","26.7","21.6","22.7","7.5","7.4","1.9","0.8","6.1","",".","4.4",".","0.8","",".",".","0.1","."
