"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","9072","3.538","48.2","21.0","13.9","3.0","2.3","0.7","0.3","7.6","0.0","2.2","0.0","0.3","0.1","0.0","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","21","2.967","14.3","9.5","47.6","19.0","9.5",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","263","3.104","36.9","16.3","25.5","6.1","9.1","3.8","2.3",".",".",".",".",".",".",".",".","."
"Junior","","856","3.250","43.2","16.1","20.2","7.9","8.1","2.8","1.1","0.1",".","0.2",".",".","0.1",".",".","0.1"
"Senior","","1882","3.479","54.1","17.7","16.9","4.0","4.0","1.5","0.5","0.6",".","0.3",".",".","0.1","0.1","0.1","."
"Undergraduates","","3022","3.373","49.3","17.1","18.8","5.4","5.6","2.1","0.8","0.4",".","0.3",".",".","0.1","0.0","0.0","0.0"
"Special","","121","3.516","52.9","12.4","18.2","1.7","2.5","0.8","0.8","5.0",".","0.8",".",".","2.5","1.7","0.8","."
"Graduate","","1528","3.701","40.6","13.2","4.8","0.9","0.3",".","0.1","36.1","0.1","1.8","0.1","1.9","0.2",".",".","0.1"
"Prof Yr 1","","1330","3.616","47.7","24.6","15.2","2.9","0.8","0.1","0.1",".",".","8.3",".",".","0.1",".",".","0.4"
"Prof Yr 2","","1640","3.655","56.2","24.0","13.2","2.5","0.9",".",".",".",".","2.9",".",".","0.2",".",".","0.1"
"Prof Yr 3","","640","3.521","37.0","37.3","18.8","1.6","0.8",".","0.2","2.7",".","0.6",".","0.3",".",".","0.3","0.5"
"Prof Yr 4","","808","3.715","52.4","26.0","7.4","0.6","0.2","0.1","0.1","12.9",".",".",".",".","0.1",".","0.1","."
"Professionals","","4418","3.621","50.2","26.5","13.6","2.1","0.7","0.0","0.1","2.7",".","3.6",".","0.0","0.1",".","0.1","0.2"
"","College Total","9089","3.538","48.3","20.9","13.9","3.0","2.3","0.7","0.3","7.6","0.0","2.2","0.0","0.3","0.1","0.0","0.1","0.1"
