"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"626","001","","25","3.460","48.0","8.0","32.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"626","002","","30","3.567","36.7","40.0","23.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theme in 19th C Amer Lit","Course Total","","55","3.518","41.8","25.5","27.3","5.5",".",".",".",".",".",".",".",".",".",".",".","."
"630
Theme in 20th C Amer Lit","001","","34","3.588","32.4","58.8","5.9",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"633
Mod Amer Lit Since 1914","001","","29","3.259","10.3","58.6","24.1",".","3.4",".","3.4",".",".",".",".",".",".",".",".","."
"650
Contemp Am Ind Lit Since 1953","001","","8","3.313","37.5","37.5","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"681
Sr Honors Thesis in Major","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"695","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","10","3.889","70.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"695","003","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","004","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","","42","3.976","92.9","4.8",".",".",".",".",".",".",".",".",".",".",".",".","2.4","."
"699","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","122","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","46","3.977","95.7","2.2","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Intro-Composition Studies","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
