"EGR","","","","","","","","","","","","","","","","","","","","",""
"CHEMICAL & BIOLOGICAL ENGR Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"CBE
Dept. Total
220","606","3.220","34.0","12.5","17.2","6.9","7.8","1.7","0.7","17.2","",".",".","",".","2.1","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","7","2.342","14.3",".","14.3","14.3","57.1",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","72","3.191","31.9","20.8","30.6","5.6","9.7",".","1.4",".","",".",".","",".",".","",".",".",".","."
"Senior","350","3.145","40.0","14.0","21.7","10.3","10.3","2.9","0.9",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","429","3.140","38.2","14.9","23.1","9.6","11.0","2.3","0.9",".","",".",".","",".",".","",".",".",".","."
"Special","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","183","3.755","26.2","6.6","2.7","0.5",".",".",".","56.8","",".",".","",".","7.1","",".",".",".","."
"Dept. Total","614","3.220","34.9","12.4","16.9","6.8","7.7","1.6","0.7","16.9","",".",".","",".","2.1","",".",".",".","."
