"","990
200","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","29","4.000","82.8",".",".",".",".",".",".","13.8","",".",".","",".","3.4","",".",".",".","."
"Seminar","992
001","21","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".","",".",".","."
"Statistical Consulting","998
001","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"STAT
932","Dept. Total","1297","3.177","33.5","18.9","22.5","8.8","10.5","2.5","1.5","0.6","",".","0.3","",".","0.1","",".","0.5","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","2.863","21.4","14.3","28.6","9.5","14.3","2.4","6.0",".","",".",".","",".",".","",".","3.6",".","."
"Sophomore","","233","3.013","25.3","17.2","25.8","11.2","14.2","5.2","0.9",".","",".",".","",".",".","",".",".",".","0.4"
"Junior","","337","2.966","24.0","14.2","30.0","10.7","14.5","3.9","2.4",".","",".",".","",".",".","",".","0.3",".","."
"Senior","","262","2.995","20.6","18.3","27.1","13.4","14.5","2.3","1.1","1.1","",".","0.4","",".",".","",".","1.1",".","."
"Undergraduates","","916","2.977","23.1","16.2","27.9","11.5","14.4","3.6","2.0","0.3","",".","0.1","",".",".","",".","0.8",".","0.1"
"Special","","36","3.357","44.4","25.0","8.3","5.6","8.3",".","2.8",".","",".",".","",".",".","",".",".","2.8","2.8"
"Graduate","","334","3.716","59.9","25.7","9.3","2.1","0.3",".",".","1.5","",".","0.9","",".","0.3","",".",".",".","."
"Prof Yr 1","","9","3.778","66.7","22.2","11.1",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","11","3.727","63.6","18.2","18.2",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1297","3.177","33.5","18.9","22.5","8.8","10.5","2.5","1.5","0.6","",".","0.3","",".","0.1","",".","0.5","0.1","0.2"
