"TERM : 0974","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1996-97","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","230","3.572","50.9","17.4","7.0","3.0","3.9","",".","",".","17.0","",".",".","",".","0.4","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","9","2.571","11.1","11.1","11.1","22.2","44.4","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","8","2.960","37.5","12.5","12.5","12.5","25.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","36","3.300","47.2","19.4","11.1","5.6","8.3","",".","",".","5.6","",".",".","",".",".","",".","2.8",".","."
"Undergraduates","","54","3.083","40.7","16.7","11.1","9.3","16.7","",".","",".","3.7","",".",".","",".",".","",".","1.9",".","."
"Special","","19","3.735","21.1","15.8",".",".",".","",".","",".","63.2","",".",".","",".",".","",".",".",".","."
"Graduate","","155","3.764","57.4","18.1","6.5","1.3",".","",".","",".","16.1","",".",".","",".","0.6","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","230","3.572","50.9","17.4","7.0","3.0","3.9","",".","",".","17.0","",".",".","",".","0.4","",".","0.4",".","."
