"BUS","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTUARIAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Contingencies II","651
001","","25","2.540","4.0","8.0","40.0","20.0","16.0","8.0","4.0",".","",".","",".",".","",".","",".","",".",".","."
"Loss Distrib&Crediblty Thry","652
001","","12","3.625","41.7","41.7","16.7",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Actuarial Studies-Mortality","653
001","","7","3.357","28.6","42.9",".","28.6",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","","44","2.966","18.2","22.7","27.3","15.9","9.1","4.5","2.3","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","31","2.774","6.5","19.4","35.5","19.4","12.9","3.2","3.2","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","31","2.774","6.5","19.4","35.5","19.4","12.9","3.2","3.2","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","13","3.423","46.2","30.8","7.7","7.7",".","7.7",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","44","2.966","18.2","22.7","27.3","15.9","9.1","4.5","2.3","",".","",".",".","",".","",".","",".",".",".","."
