"","990
048","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"Seminar in Genetics","993
001","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Work","999
005","10","4.000","100.0",".",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"MD GENET
616","Dept. Total","237","3.849","84.8","4.6","6.3","1.3","0.8","",".","",".","2.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","5","3.455","80.0",".",".",".","20.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","98","3.707","66.3","11.2","8.2","3.1","1.0","",".","",".","10.2","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","138","3.949","94.9",".","5.1",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","138","3.949","94.9",".","5.1",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","242","3.849","83.1","4.5","6.2","1.2","0.8","",".","",".","4.1","",".",".","",".","",".","",".",".",".","."
