"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Bascom Course","236
001","","21","3.667","47.6","38.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor I","242
001","","14","3.643","50.0","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
001","","13","3.423","46.2","7.7","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","244
002","","18","3.611","50.0","22.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
244","","16","3.281","31.3","31.3","31.3",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Art Metal I","Course Total","","47","3.447","42.6","21.3","31.9",".","2.1",".","2.1",".",".",".",".",".",".",".",".","."
"","246
001","","17","3.853","82.4","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","246
002","","16","3.531","62.5","25.0",".","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","246
003","","17","3.765","76.5","11.8",".","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Lettering","Course Total","","50","3.720","74.0","16.0",".","8.0",".",".","2.0",".",".",".",".",".",".",".",".","."
"Color","302
001","","40","3.488","25.0","50.0","22.5","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","306
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Relief Printmaking","Course Total","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
001","","10","3.550","50.0","30.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","312
002","","13","3.654","53.8","23.1","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Drawing I","Course Total","","23","3.609","52.2","26.1","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Sculpture II","314
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","21","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","Course Total","","28","3.554","42.9","25.0","32.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","001
324","","15","3.536","33.3","46.7","6.7",".","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"Etching","326
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","328
001","","21","3.071","42.9",".","19.0","14.3","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"","328
002","","17","3.794","58.8","41.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer in the Visual Arts","Course Total","","38","3.395","50.0","18.4","10.5","7.9","10.5","2.6",".",".",".",".",".",".",".",".",".","."
"","332
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
332","","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","332
004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Life Drawing II","Course Total","","20","3.775","65.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Working","334
001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor II","342
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Art Metal II","344
001","","8","3.500","62.5",".","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","346
001","","11","3.682","72.7","9.1","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","346
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Typogphy&Graphic Dsgn","Course Total","","22","3.841","86.4","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","356
001","","8","3.786","50.0","37.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".","."
"","356
002","","18","3.778","61.1","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Print Production Techniques","Course Total","","26","3.780","57.7","34.6","3.8",".",".",".",".",".","3.8",".",".",".",".",".",".","."
"Stage Lighting I","366
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","376
001","","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
002","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 75 of 375"
