"","999
071","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
087","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
111","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
201","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Ind Work-Applied Music","Course Total","21","3.909","90.5",".","9.5",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"MUS PERF
664","Dept. Total","556","3.817","70.3","18.9","7.9","1.3","0.4","",".","0.2","0.5","",".",".","",".","",".","",".","0.2",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.642","57.1","28.6","8.2","2.0",".","",".","2.0",".","",".",".","",".","",".","",".","2.0",".","."
"Sophomore","","95","3.807","70.5","23.2","4.2","1.1","1.1","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","106","3.774","64.2","20.8","12.3","1.9","0.9","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","173","3.821","68.2","19.7","9.8","1.2",".","",".",".","0.6","",".",".","",".","",".","",".",".",".","0.6"
"Undergraduates","","423","3.788","66.4","21.7","9.0","1.4","0.5","",".","0.2","0.2","",".",".","",".","",".","",".","0.2",".","0.2"
"Special","","17","3.743","64.7","23.5","5.9","5.9",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","114","3.912","86.0","7.0","4.4",".",".","",".",".","1.8","",".",".","",".","",".","",".",".",".","0.9"
"Prof Yr 1","","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","3.667","50.0","50.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","556","3.817","70.3","18.9","7.9","1.3","0.4","",".","0.2","0.5","",".",".","",".","",".","",".","0.2",".","0.4"
