"","990
029","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
030","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Thesis-Research","Course Total","41","4.000","65.9",".",".",".",".",".",".","31.7","",".",".","",".","2.4","",".",".",".","."
"Adv Independent Studies","999
023","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"CBE
220","Dept. Total","923","3.181","35.0","17.0","19.6","7.3","11.2","2.5","1.2","4.0","",".","0.1","",".","1.5","",".","0.4",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.700","50.0","50.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","38","2.791","18.4","7.9","34.2","18.4","10.5","7.9","2.6",".","",".",".","",".",".","",".",".",".","."
"Junior","","144","2.840","22.9","14.6","27.8","6.9","18.8","6.3","2.8",".","",".",".","",".",".","",".",".",".","."
"Senior","","575","3.146","33.4","20.9","21.6","8.2","12.3","1.9","0.9","0.2","",".",".","",".",".","",".","0.7",".","."
"Undergraduates","","759","3.066","30.7","19.1","23.3","8.4","13.4","3.0","1.3","0.1","",".",".","",".",".","",".","0.5",".","."
"Special","","13","3.573","61.5","7.7","15.4",".","7.7",".",".",".","",".",".","",".",".","",".",".",".","7.7"
"Graduate","","160","3.869","56.9","6.9","1.3","1.9",".",".","0.6","22.5","",".","0.6","",".","8.8","",".",".",".","0.6"
"","Dept. Total","932","3.181","35.6","16.8","19.4","7.2","11.1","2.5","1.2","4.0","",".","0.1","",".","1.5","",".","0.4",".","0.2"
