"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","","",""
"","999
038","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Studies","Course Total","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"COM ARTS
250","Dept. Total","3346","3.196","23.1","26.6","29.1","9.4","5.6","1.9","1.0","2.4","",".","0.5","",".","0.0","",".","0.2",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","587","3.174","19.8","30.3","33.6","8.0","4.1","2.4","1.7",".","",".",".","",".",".","",".","0.2",".","."
"Sophomore","","829","3.239","21.0","32.1","30.5","9.3","4.9","1.1","0.4",".","",".","0.1","",".",".","",".","0.2",".","0.4"
"Junior","","794","3.106","19.9","27.7","30.9","10.1","6.3","2.0","2.1","0.1","",".","0.4","",".",".","",".","0.3",".","0.3"
"Senior","","892","3.118","20.6","23.1","30.3","12.3","8.1","2.5","0.3","1.6","",".","1.0","",".",".","",".","0.1",".","0.1"
"Undergraduates","","3102","3.158","20.4","28.0","31.1","10.1","6.0","2.0","1.1","0.5","",".","0.4","",".",".","",".","0.2",".","0.2"
"Special","","30","3.601","46.7","23.3","13.3","3.3",".","3.3",".",".","",".","6.7","",".",".","",".",".",".","3.3"
"Graduate","","213","3.921","59.6","5.2","1.9","0.5",".",".",".","30.5","",".","0.5","",".","0.5","",".","0.5",".","0.9"
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","3346","3.196","23.1","26.6","29.1","9.4","5.6","1.9","1.0","2.4","",".","0.5","",".","0.0","",".","0.2",".","0.3"
