"BUS","","","","","","","","","","","","","","","","","","","","",""
"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"ACCT I S
232","Dept. Total","1902","2.981","22.6","13.8","31.5","8.5","18.6","2.8","0.9","0.9","0.2",".","",".","0.1","",".","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","83","2.572","19.3","2.4","26.5","3.6","37.3","8.4","2.4",".",".",".","",".",".","",".",".",".","."
"Sophomore","","315","2.775","19.7","7.3","30.2","8.6","28.3","4.8","1.3",".",".",".","",".",".","",".",".",".","."
"Junior","","583","2.923","19.9","12.0","34.0","8.9","21.8","2.4","0.9","0.2",".",".","",".",".","",".",".",".","."
"Senior","","689","2.980","18.9","15.2","34.1","11.0","15.2","2.5","0.9","1.7","0.1",".","",".",".","",".","0.3",".","."
"Undergraduates","","1670","2.900","19.4","12.0","32.9","9.5","21.1","3.2","1.0","0.8","0.1",".","",".",".","",".","0.1",".","."
"Special","","28","3.588","42.9","25.0","7.1",".","7.1",".",".","10.7","3.6",".","",".",".","",".",".","3.6","."
"Graduate","","190","3.594","45.8","26.8","22.6","2.1",".",".",".","1.1","1.1",".","",".","0.5","",".",".",".","."
"Prof Yr 2","","5","3.714","60.0","20.0","20.0",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","9","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","14","3.573","42.9","28.6","28.6",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1902","2.981","22.6","13.8","31.5","8.5","18.6","2.8","0.9","0.9","0.2",".","",".","0.1","",".","0.1","0.1","."
