"","990
031","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
032","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
033","4","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
034","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","60","3.979","50.0",".","1.7",".",".",".",".","30.0","",".",".","",".","18.3","",".",".",".","."
"M S & E
636","Dept. Total","524","3.409","39.5","18.3","19.8","4.6","2.7","1.7","0.6","10.5","",".",".","",".","2.1","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.300","23.3","26.7","43.3","6.7",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","47","3.181","19.1","31.9","34.0","6.4","2.1","4.3",".","2.1","",".",".","",".",".","",".",".",".","."
"Junior","","105","3.242","30.5","19.0","33.3","8.6","7.6","1.0",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","156","3.316","41.0","25.0","19.9","6.4","2.6","3.2","1.9",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","338","3.272","33.1","24.3","28.1","7.1","3.8","2.4","0.9","0.3","",".",".","",".",".","",".",".",".","."
"Special","","6","3.667","50.0","33.3","16.7",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","180","3.804","51.1","6.7","4.4",".","0.6","0.6",".","30.0","",".",".","",".","6.1","",".","0.6",".","."
"","Dept. Total","524","3.409","39.5","18.3","19.8","4.6","2.7","1.7","0.6","10.5","",".",".","",".","2.1","",".","0.2",".","."
