"","999
061","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
079","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
111","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Work","Course Total","31","4.000","45.2",".",".",".",".",".",".","54.8","",".",".","",".",".","",".",".",".","."
"PHILOS
736","Dept. Total","2010","3.170","26.2","23.1","26.6","9.6","8.3","1.0","1.7","2.7","",".","0.0","",".","0.1","",".","0.2",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","270","2.833","11.9","15.9","31.9","17.4","18.1","3.7","0.7",".","",".",".","",".",".","",".","0.4",".","."
"Sophomore","","670","3.141","22.8","25.4","29.7","10.0","8.8","0.7","2.1",".","",".","0.1","",".",".","",".","0.3",".","."
"Junior","","487","3.200","26.1","26.3","29.4","7.6","7.2","0.6","2.5","0.2","",".",".","",".",".","",".",".",".","0.2"
"Senior","","377","3.204","24.1","27.1","26.8","10.3","6.4","0.5","1.6","2.7","",".",".","",".",".","",".","0.5",".","."
"Undergraduates","","1804","3.122","22.3","24.6","29.3","10.5","9.3","1.1","1.9","0.6","",".","0.1","",".",".","",".","0.3",".","0.1"
"Special","","29","3.454","41.4","20.7","13.8","6.9",".","3.4",".","10.3","",".",".","",".",".","",".",".",".","3.4"
"Graduate","","177","3.919","63.3","9.0","1.1",".",".",".",".","23.2","",".",".","",".","1.7","",".",".",".","1.7"
"","Dept. Total","2010","3.170","26.2","23.1","26.6","9.6","8.3","1.0","1.7","2.7","",".","0.0","",".","0.1","",".","0.2",".","0.2"
