"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","043","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","41","3.955","95.1","2.4","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"714
Organometal-Transitn Elemts","001","","9","3.333","22.2","22.2","33.3","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"762
Molecular Reaction Dynamics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"801
Topics-Inorganic Chem","001","","13","3.810","53.8","38.5",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"841
Advanced Organic Chemistry","001","","15","3.467","53.3",".","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"842
Advanced Organic Chemistry","001","","17","3.775","29.4","23.5",".",".",".",".",".","47.1",".",".",".",".",".",".",".","."
"843
Advanced Organic Chemistry","001","","26","3.593","38.5","38.5","15.4",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"860
Topics-Physical Chemistry","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"864
Statistical Mechanics","001","","7","3.571","71.4",".","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"873
Intro Quantum Chemistry","001","","7","3.214","42.9",".","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"915
Struct&Bond-Inorg Compounds","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"922
Kinetics & Ionization Proc","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"923
Spctroscpy&Spectrochem Anal","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"926
Smr:Plasma-Aided Manufctrng","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"941
Synthetic Organic Chemistry","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"942
Smr-Physical Organic Chem","001","","8","4.000","12.5",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","."
"943
Smr-Bio-Organic Chemistry","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962
Smr-Macromolecular Chem","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964
Seminar: Molecular Dynamics","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","7","4.000","42.9",".",".",".",".",".",".","57.1",".",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 173 of 375",""
