"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","9218","3.239","29.9","21.9","27.9","8.1","8.3","1.4","0.6","1.1","0.1","0.3","0.0","0.0","",".","0.1","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","208","2.783","12.0","12.0","37.0","10.6","20.7","3.4","1.9",".",".","1.9",".",".","",".","0.5",".","."
"Sophomore","","587","2.888","18.4","12.1","32.0","10.6","21.0","2.6","1.4",".",".","1.7","0.2",".","",".","0.2",".","."
"Junior","","2371","3.156","25.6","20.7","30.9","9.2","10.2","1.9","0.6","0.2",".","0.6","0.0",".","",".",".",".","0.2"
"Senior","","4075","3.170","24.4","21.6","31.3","10.5","8.6","1.5","0.5","1.3","0.0",".",".",".","",".","0.1","0.0","0.0"
"Undergraduates","","7241","3.132","24.0","20.3","31.4","10.0","10.5","1.8","0.7","0.8","0.0","0.4","0.0",".","",".","0.1","0.0","0.1"
"Special","","167","3.405","32.3","22.2","25.7","1.8","4.2","0.6","0.6","9.0","0.6",".",".",".","",".","1.8","1.2","."
"Graduate","","1744","3.673","53.3","28.4","14.4","1.1","0.2","0.1","0.1","1.7","0.1",".",".","0.2","",".","0.1",".","0.3"
"Prof Yr 2","","19","3.759","68.4","21.1","5.3","5.3",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","47","3.612","44.7","29.8","19.1","2.1",".",".",".","4.3",".",".",".",".","",".",".",".","."
"Professionals","","66","3.654","51.5","27.3","15.2","3.0",".",".",".","3.0",".",".",".",".","",".",".",".","."
"","College Total","9218","3.239","29.9","21.9","27.9","8.1","8.3","1.4","0.6","1.1","0.1","0.3","0.0","0.0","",".","0.1","0.0","0.1"
