"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","35","2.765","17.1","11.4","20.0","22.9","20.0","2.9","2.9",".","",".","",".",".","",".","",".","",".",".","2.9"
"E A STDS
298","Dept. Total","","35","2.765","17.1","11.4","20.0","22.9","20.0","2.9","2.9","",".","",".",".","",".","",".","",".",".",".","2.9"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","13","2.750","23.1","7.7","15.4","7.7","30.8","7.7",".","",".","",".",".","",".","",".","",".",".",".","7.7"
"Sophomore","","","7","3.000","14.3","14.3","42.9","14.3","14.3",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","7","2.357",".","14.3","14.3","57.1",".",".","14.3","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","7","2.786","14.3","14.3","14.3","28.6","28.6",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","34","2.727","14.7","11.8","20.6","23.5","20.6","2.9","2.9","",".","",".",".","",".","",".","",".",".",".","2.9"
"Special","","","1","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","35","2.765","17.1","11.4","20.0","22.9","20.0","2.9","2.9","",".","",".",".","",".","",".","",".",".",".","2.9"
