"","990
028","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
032","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Individual Research in Lit","Course Total","13","4.000","30.8",".",".",".",".",".",".","53.8","",".",".","",".","7.7","",".",".","7.7","."
"Linguistc&Germanic Philolgy","991
010","4","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"GERMAN
424","Dept. Total","817","3.441","46.5","20.0","17.7","3.9","4.8","1.0","1.1","4.0","",".",".","",".","0.1","",".","0.4","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","104","3.234","33.7","20.2","26.0","7.7","8.7","1.0","1.9",".","",".",".","",".",".","",".","1.0",".","."
"Sophomore","","183","3.417","44.3","25.7","18.0","2.2","8.2","0.5","1.1",".","",".",".","",".",".","",".",".",".","."
"Junior","","149","3.325","36.9","25.5","22.1","6.7","4.7","0.7","2.0","0.7","",".",".","",".",".","",".","0.7",".","."
"Senior","","185","3.458","43.2","20.5","24.3","3.8","2.7","1.6","0.5","2.7","",".",".","",".",".","",".",".",".","0.5"
"Undergraduates","","621","3.375","40.4","23.2","22.2","4.7","5.8","1.0","1.3","1.0","",".",".","",".",".","",".","0.3",".","0.2"
"Special","","24","2.920","33.3","16.7","8.3","4.2","12.5","8.3","4.2","12.5","",".",".","",".",".","",".",".",".","."
"Graduate","","170","3.883","70.0","8.8","2.9","1.2",".",".",".","14.1","",".",".","",".","0.6","",".","0.6","1.2","0.6"
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","817","3.441","46.5","20.0","17.7","3.9","4.8","1.0","1.1","4.0","",".",".","",".","0.1","",".","0.4","0.2","0.2"
