"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","352
001","31","2.900","9.7","29.0","25.8","22.6","3.2",".","6.5",".",".",".",".",".",".","3.2",".","."
"","002
352","47","2.798","14.9","21.3","19.1","27.7","8.5","2.1","6.4",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","78","2.838","12.8","24.4","21.8","25.6","6.4","1.3","6.4",".",".",".",".",".",".","1.3",".","."
"","001
354","45","2.956","33.3","15.6","13.3","15.6","11.1","6.7","4.4",".",".",".",".",".",".",".",".","."
"","354
002","56","3.116","35.7","17.9","23.2","5.4","8.9","5.4","3.6",".",".",".",".",".",".",".",".","."
"","003
354","53","2.991","18.9","39.6","15.1","7.5","5.7","9.4","3.8",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","154","3.026","29.2","24.7","17.5","9.1","8.4","7.1","3.9",".",".",".",".",".",".",".",".","."
"","367
001","60","2.658","16.7","25.0","10.0","23.3","10.0","3.3","11.7",".",".",".",".",".",".",".",".","."
"","002
367","60","2.909","11.7","30.0","20.0","10.0","13.3","3.3","3.3","5.0",".",".",".",".",".","3.3",".","."
"","003
367","45","2.920","24.4","15.6","13.3","22.2","17.8","2.2","2.2",".",".",".",".",".",".","2.2",".","."
"","367
004","46","2.909","17.4","13.0","28.3","17.4","17.4",".","2.2",".",".",".",".",".",".","4.3",".","."
"Intro to Data Structures","Course Total","211","2.837","17.1","21.8","17.5","18.0","14.2","2.4","5.2","1.4",".",".",".",".",".","2.4",".","."
"Tech:Computer-Based Bus Sys","371
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","412
001","50","2.550","14.0","10.0","20.0","16.0","30.0","4.0","6.0",".",".",".",".",".",".",".",".","."
"","002
412","78","2.692","19.2","19.2","12.8","16.7","20.5","3.8","7.7",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","Course Total","128","2.637","17.2","15.6","15.6","16.4","24.2","3.9","7.0",".",".",".",".",".",".",".",".","."
"Computer Graphics","458
001","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","475
001","14","2.571","14.3","14.3","14.3","28.6","14.3","7.1","7.1",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","10","2.750","30.0","10.0","30.0",".","10.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","26","2.577","3.8","26.9","15.4","26.9","15.4","3.8","7.7",".",".",".",".",".",".",".",".","."
"Thry&Appl of Pattrn Recgntn","532
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","34","3.100","32.4","14.7","17.6","20.6","8.8",".","2.9","2.9",".",".",".",".",".",".",".","."
"","537
001","46","3.361","39.1","30.4","13.0","13.0","2.2",".","2.2",".",".",".",".",".",".",".",".","."
"","537
002","65","3.046","30.8","12.3","23.1","15.4","15.4","3.1",".",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","111","3.176","34.2","19.8","18.9","14.4","9.9","1.8","0.9",".",".",".",".",".",".",".",".","."
"Thry & Desgn-Progrmg Langs","538
001","40","3.088","12.5","27.5","40.0","15.0","2.5",".","2.5",".",".",".",".",".",".",".",".","."
"","001
540","46","2.879","28.3","17.4","23.9","8.7","10.9","4.3","6.5",".",".",".",".",".",".",".",".","."
"","540
002","48","2.720","20.8","18.8","16.7","12.5","20.8","2.1","8.3",".",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","Course Total","94","2.796","24.5","18.1","20.2","10.6","16.0","3.2","7.4",".",".",".",".",".",".",".",".","."
"Comp Systms Mdlng Fundmntls","547
001","17","3.412","35.3","35.3","23.5",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","552
001","12","3.583","25.0","66.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","552
002","9","3.500","44.4","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","Course Total","21","3.548","33.3","47.6","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Computationl Geometry","558
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Database Mgt Systems","564
001","80","3.351","46.3","18.8","22.5","6.3","1.3",".","3.8","1.3",".",".",".",".",".",".",".","."
"Introduction to Algorithms","001
577","82","2.963","20.7","22.0","22.0","12.2","19.5","1.2","2.4",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","638
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
082","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
085","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
110","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 188 of 375",""
