"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","110
001","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
002","25","",".",".",".",".",".",".",".",".",".","84.0","16.0",".",".",".",".","."
"","110
003","23","",".",".",".",".",".",".",".",".",".","91.3","8.7",".",".",".",".","."
"","110
004","23","",".",".",".",".",".",".",".",".",".","91.3",".",".",".","8.7",".","."
"","110
005","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
006","24","",".",".",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".","."
"","110
007","25","",".",".",".",".",".",".",".",".",".","84.0","4.0",".",".","12.0",".","."
"","110
008","21","",".",".",".",".",".",".",".",".",".","90.5","4.8",".",".","4.8",".","."
"","110
009","22","",".",".",".",".",".",".",".",".",".","95.5","4.5",".",".",".",".","."
"","010
110","24","",".",".",".",".",".",".",".",".",".","83.3","8.3",".",".","8.3",".","."
"","110
011","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
012","25","",".",".",".",".",".",".",".",".",".","96.0","4.0",".",".",".",".","."
"","013
110","24","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","110
014","25","",".",".",".",".",".",".",".",".",".","88.0","4.0",".",".","8.0",".","."
"","110
015","22","",".",".",".",".",".",".",".",".",".","95.5","4.5",".",".",".",".","."
"","110
016","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intro Computer Programming","Course Total","374","",".",".",".",".",".",".",".",".",".","92.0","5.3",".",".","2.7",".","."
"","132
001","233","3.128","30.5","16.7","25.3","11.2","12.0","1.7","1.7","0.9",".",".",".",".",".",".",".","."
"","132
002","210","3.192","27.1","20.0","28.6","4.8","11.9","1.0","1.0","5.7",".",".",".",".",".",".",".","."
"","132
003","225","3.339","34.7","22.7","31.1","4.0","5.3","0.4","1.3","0.4",".",".",".",".",".",".",".","."
"","132
004","201","3.264","29.4","15.9","41.3","4.0","6.0","1.0","0.5","2.0",".",".",".",".",".",".",".","."
"Using Computers","Course Total","869","3.230","30.5","18.9","31.3","6.1","8.9","1.0","1.2","2.2",".",".",".",".",".",".",".","."
"","302
001","19","2.947","21.1","26.3","15.8","15.8","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"","302
002","17","2.706","11.8","23.5","23.5","11.8","17.6","5.9","5.9",".",".",".",".",".",".",".",".","."
"","302
003","22","2.455","22.7","13.6","22.7","4.5","13.6",".","22.7",".",".",".",".",".",".",".",".","."
"","004
302","21","2.842","33.3","9.5","23.8",".","4.8","9.5","9.5","4.8",".",".",".",".",".","4.8",".","."
"","006
302","17","2.688","41.2","11.8","5.9",".","11.8","5.9","17.6","5.9",".",".",".",".",".",".",".","."
"","302
008","15","2.767","20.0","20.0","20.0","13.3","13.3","6.7","6.7",".",".",".",".",".",".",".",".","."
"","302
010","20","2.750","25.0","20.0","10.0","20.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","011
302","18","2.941","33.3","16.7","11.1","5.6","16.7","5.6","5.6",".",".",".",".",".",".",".","5.6","."
"","302
012","20","2.500","10.0","10.0","30.0","5.0","25.0","10.0","5.0",".",".",".",".",".",".","5.0",".","."
"","302
014","20","2.650","20.0","20.0","30.0",".","10.0","5.0","15.0",".",".",".",".",".",".",".",".","."
"","015
302","18","2.528","22.2","11.1","16.7","5.6","27.8","5.6","11.1",".",".",".",".",".",".",".",".","."
"","017
302","21","2.700","28.6","9.5","14.3","9.5","14.3","14.3","4.8","4.8",".",".",".",".",".",".",".","."
"","302
018","21","2.810","19.0","4.8","47.6","4.8","14.3","4.8","4.8",".",".",".",".",".",".",".",".","."
"","019
302","16","2.844","31.3","6.3","18.8","12.5","18.8","12.5",".",".",".",".",".",".",".",".",".","."
"","021
302","16","2.438","31.3","12.5","12.5","12.5",".","6.3","25.0",".",".",".",".",".",".",".",".","."
"","302
029","17","2.324","23.5",".","23.5","5.9","23.5","5.9","17.6",".",".",".",".",".",".",".",".","."
"","302
031","18","2.861","27.8","11.1","33.3","5.6","11.1",".","11.1",".",".",".",".",".",".",".",".","."
"","302
033","10","2.600","30.0","20.0",".","20.0","10.0",".","20.0",".",".",".",".",".",".",".",".","."
"","302
037","15","2.600","26.7","13.3","6.7","13.3","13.3","26.7",".",".",".",".",".",".",".",".",".","."
"","302
070","10","2.800","30.0","20.0",".",".","40.0","10.0",".",".",".",".",".",".",".",".",".","."
"","302
071","8","3.214","25.0","12.5","25.0","25.0",".",".",".",".",".",".",".",".",".","12.5",".","."
"Algebraic Language Program","Course Total","359","2.697","25.1","13.6","19.8","8.4","14.2","7.8","9.2","0.8",".",".",".",".",".","0.8","0.3","."
"Prob Solvng Using Computers","001
310","176","2.460","13.1","5.7","30.1","9.1","23.3","14.2","4.5",".",".",".",".",".",".",".",".","."
