"Jewish Cultural History","471
001","64","2.539","15.6","3.1","28.1","6.3","25.0","14.1","1.6","6.3",".","",".",".","",".","",".","",".",".","."
"Topics in Jewish Studies","490
201","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Germn-Jewsh Cltr Since 18c","510
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","699
005","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"JEWISH
510","Dept. Total","149","3.033","24.8","17.4","32.2","2.7","10.7","6.0","1.3","3.4","",".",".","",".","",".","",".","0.7","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","27","3.238","18.5","40.7","29.6",".","7.4","3.7",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","28","3.006","25.0","14.3","39.3","3.6","3.6","7.1","3.6",".","",".",".","",".","",".","",".","3.6",".","."
"Senior","","86","2.924","24.4","11.6","31.4","3.5","15.1","7.0","1.2","5.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","145","3.016","24.1","17.2","33.1","2.8","11.0","6.2","1.4","3.4","",".",".","",".","",".","",".","0.7",".","."
"Special","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","100.0","."
"Graduate","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","149","3.033","24.8","17.4","32.2","2.7","10.7","6.0","1.3","3.4","",".",".","",".","",".","",".","0.7","0.7","."
