"","999
045","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
053","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
087","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Independent Study","Course Total","7","3.857","57.1","28.6",".",".",".",".","",".","14.3","",".",".","",".","",".","",".",".",".","."
"NURSING
692","Dept. Total","1296","3.623","51.1","25.0","11.3","5.1","1.2","0.2","",".","1.5","",".","4.3","",".","",".","",".",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.421","43.8","6.3","12.5","18.8","12.5",".","",".",".","",".",".","",".","",".","",".",".",".","6.3"
"Sophomore","","43","3.548","44.2","27.9","14.0","7.0","4.7",".","",".",".","",".","2.3","",".","",".","",".",".",".","."
"Junior","","173","3.523","36.4","31.2","19.1","4.6","0.6",".","",".",".","",".","8.1","",".","",".","",".",".",".","."
"Senior","","638","3.554","46.1","24.0","13.6","8.2","1.4","0.3","",".",".","",".","6.4","",".","",".","",".",".",".","."
"Undergraduates","","870","3.545","44.0","25.3","14.7","7.6","1.6","0.2","",".",".","",".","6.4","",".","",".","",".",".",".","0.1"
"Special","","15","3.622","33.3","46.7","6.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","13.3"
"Graduate","","411","3.815","66.7","23.6","4.4",".","0.5",".","",".","4.6","",".",".","",".","",".","",".",".",".","0.2"
"","Dept. Total","1296","3.623","51.1","25.0","11.3","5.1","1.2","0.2","",".","1.5","",".","4.3","",".","",".","",".",".",".","0.3"
