"","990
008","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
016","4","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
025","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Individual Research","Course Total","7","4.000","71.4",".",".",".",".",".",".",".","",".",".","",".","28.6","",".",".",".","."
"ITALIAN
508","Dept. Total","495","3.196","32.5","21.8","24.2","6.3","7.5","2.6","2.2","1.4","",".",".","",".","0.4","",".","0.4",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","2.821","10.7","25.0","31.0","8.3","17.9","2.4","4.8",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","126","3.263","32.5","28.6","19.8","7.9","5.6","3.2","1.6",".","",".",".","",".",".","",".","0.8",".","."
"Junior","","99","3.108","37.4","10.1","30.3","8.1","5.1","5.1","4.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","137","3.306","33.6","23.4","26.3","4.4","6.6","1.5","0.7","2.2","",".",".","",".",".","",".","0.7",".","0.7"
"Undergraduates","","446","3.153","29.8","22.2","26.2","7.0","8.1","2.9","2.5","0.7","",".",".","",".",".","",".","0.4",".","0.2"
"Special","","9","3.352","33.3","11.1","22.2",".","11.1",".",".","22.2","",".",".","",".",".","",".",".",".","."
"Graduate","","38","3.870","63.2","21.1",".",".",".",".",".","5.3","",".",".","",".","5.3","",".",".",".","5.3"
"Prof Yr 3","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","495","3.196","32.5","21.8","24.2","6.3","7.5","2.6","2.2","1.4","",".",".","",".","0.4","",".","0.4",".","0.6"
