"Directed Study","","","","","","","","","","","","","","","","","","","","","","","",""
"Individual Research Thesis","890
004","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar-Poetry","910
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar-Oratory","950
001","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LATIN
524","Dept. Total","121","3.291","41.3","18.2","17.4","5.0","14.9","0.8","",".","1.7","",".",".","",".","",".","",".","0.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.468","50.0","15.0","25.0",".","10.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","19","3.070","26.3","15.8","21.1","10.5","21.1",".","",".",".","",".",".","",".","",".","",".","5.3",".","."
"Junior","","33","3.152","36.4","15.2","18.2","6.1","24.2",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","25","3.144","32.0","24.0","16.0","8.0","16.0","4.0","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","97","3.201","36.1","17.5","19.6","6.2","18.6","1.0","",".",".","",".",".","",".","",".","",".","1.0",".","."
"Special","","3","3.714","33.3","33.3",".",".",".",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","21","3.800","66.7","19.0","9.5",".",".",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","121","3.291","41.3","18.2","17.4","5.0","14.9","0.8","",".","1.7","",".",".","",".","",".","",".","0.8",".","."
