"Research","Course Total","53","3.962","49.1","1.9",".",".",".",".",".","41.5","",".",".","",".","7.5","",".",".",".","."
"","993
002","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","993
007","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","993
008","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Seminar in Genetics","Course Total","6","3.833","83.3",".","16.7",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"GENETICS
412","Dept. Total","437","3.004","26.3","12.1","24.5","11.4","13.3","4.1","0.9","6.2","",".",".","",".","0.9","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","2.475","19.0",".","14.3","19.0","42.9","4.8",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","37","2.698","16.2","13.5","18.9","29.7","13.5","5.4","2.7",".","",".",".","",".",".","",".",".",".","."
"Junior","","78","2.620","17.9","11.5","16.7","17.9","25.6","7.7","2.6",".","",".",".","",".",".","",".",".",".","."
"Senior","","177","2.981","22.0","11.3","37.3","11.3","11.9","5.1","0.6",".","",".",".","",".",".","",".","0.6",".","."
"Undergraduates","","313","2.821","20.1","10.9","28.4","15.7","17.6","5.8","1.3",".","",".",".","",".",".","",".","0.3",".","."
"Special","","5","3.100",".","60.0","20.0",".","20.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","118","3.703","43.2","13.6","14.4","0.8","1.7",".",".","22.9","",".",".","",".","3.4","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","437","3.004","26.3","12.1","24.5","11.4","13.3","4.1","0.9","6.2","",".",".","",".","0.9","",".","0.2",".","."
