"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"Behavioral Neuroscience","454
001","","48","2.729","8.3","20.8","35.4","20.8","4.2",".","10.4",".",".",".",".",".",".",".",".","."
"","455
001","","10","3.200","20.0","30.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"","002
455","","12","2.542","8.3","25.0","25.0","16.7","8.3",".","16.7",".",".",".",".",".",".",".",".","."
"","455
003","","10","3.200","20.0","30.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","455
004","","8","2.625",".","25.0","50.0",".","12.5",".","12.5",".",".",".",".",".",".",".",".","."
"","455
005","","6","3.083",".","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Lab in Behavioral Neurosci","Course Total","","46","2.913","10.9","28.3","32.6","15.2","6.5",".","6.5",".",".",".",".",".",".",".",".","."
"Honors Smr-Cognitive Psych","481
001","","12","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors-Behavioral Neurosci","484
001","","19","3.632","52.6","21.1","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","485
001","","11","3.818","81.8",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","485
002","","8","3.500","37.5","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Lab-Behavrl Neurosci","Course Total","","19","3.684","63.2","15.8","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Personality","001
507","","191","2.799","7.3","14.1","37.2","21.5","10.5","4.7","1.0","2.1",".",".",".",".",".","1.6",".","."
"Abnormal Psychology","509
001","","346","2.630","13.3","17.3","15.6","16.8","25.4","5.8","4.3","1.2","0.3",".",".",".",".",".",".","."
"Bhv Pathology-Psychoses","512
001","","100","3.328","48.0","17.0","9.0","16.0","4.0","3.0","2.0","1.0",".",".",".",".",".",".",".","."
"","517
001","","23","3.587","43.5","34.8","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","517
002","","25","3.480","48.0","32.0","12.0",".","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"","517
003","","25","3.440","36.0","36.0","20.0","4.0",".","4.0",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Psych","Course Total","","73","3.500","42.5","34.2","16.4","2.7","1.4","1.4","1.4",".",".",".",".",".",".",".",".","."
"Neurobi II:Intr-Brain&Behav","524
001","","6","3.100",".","50.0","16.7",".","16.7",".",".","16.7",".",".",".",".",".",".",".","."
"Intro-Social Psychology","530
001","","56","2.873","19.6","16.1","21.4","23.2","8.9","7.1","1.8","1.8",".",".",".",".",".",".",".","."
"Social Behavior Dynamics","537
001","","16","3.344","31.3","25.0","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"Hormones and Behavior","001
556","","19","3.806","63.2","26.3","5.3",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Child Psychology","001
560","","213","2.886","10.3","18.8","41.8","7.5","14.6","4.2","1.4","0.9",".",".",".",".",".","0.5",".","."
"Quantitative Meth in Psych","615
001","","9","3.389","55.6",".","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"Sociotechnical Systems","652
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","682
015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Seminar in Psych","686
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Thesis","691
012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692
012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 275 of 375",""
