"ANIMAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"200
Biol&Apprec-Companion Anmls","001","","148","2.889","17.6","19.6","21.6","20.3","14.9","4.7","1.4",".",".",".",".",".",".",".",".","."
"221
Adv Meat Animal Eval Lab","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"250
Horse Science & Management","001","","17","3.088","23.5","5.9","41.2","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"299","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"305
Intro-Meat Sci & Technology","001","","32","3.188","15.6","21.9","50.0","9.4","3.1",".",".",".",".",".",".",".",".",".",".","."
"323
Quality Control","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"360
Principles-Animal Breeding","001","","26","2.981","26.9","11.5","15.4","30.8","11.5","3.8",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"405
Livestock&Meat Distribution","001","","12","3.667","50.0","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"414
Ruminant Nutrition","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"415
Appl-Monogastrc Nutr Prncpl","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"430
Sheep Production","001","","22","3.429","36.4","27.3","22.7",".","9.1",".",".","4.5",".",".",".",".",".",".",".","."
"432
Swine Production","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"434
Reproductive Physiology","001","","36","2.897","19.4","11.1","25.0","19.4","13.9","5.6",".",".",".",".",".",".",".",".","5.6","."
"509
Poultry Breeding","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"522
Seminar in Research II","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","064","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","19","3.793","94.7",".",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"799
Practicum-Animal Sci Tchng","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"931
Seminar in Animal Nutrition","001","","8","3.500","25.0","37.5","25.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"951
Seminar in Animal Breeding","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"954
Endocrinlgy-Reprodctve Phys","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 32 of 375"
