"MICROBIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","",""
"101
General Microbiology","001","","151","3.109","22.5","31.1","19.2","10.6","11.3","5.3",".",".",".",".",".",".",".",".",".","."
"102","001","","46","3.554","54.3","17.4","19.6","6.5",".","2.2",".",".",".",".",".",".",".",".",".","."
"102","002","","51","3.618","49.0","29.4","17.6","3.9",".",".",".",".",".",".",".",".",".",".",".","."
"102","003","","38","3.474","39.5","36.8","7.9","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"General Microbiology Lab","Course Total","","135","3.556","48.1","27.4","15.6","6.7","1.5","0.7",".",".",".",".",".",".",".",".",".","."
"299","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"303
Procaryotic Microbiology","001","","146","3.079","30.8","16.4","19.2","14.4","14.4","2.7","1.4","0.7",".",".",".",".",".",".",".","."
"304","001","","30","3.050","13.3","23.3","33.3","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"304","002","","38","3.013","15.8","15.8","36.8","18.4","13.2",".",".",".",".",".",".",".",".",".",".","."
"304","003","","34","3.147","14.7","23.5","44.1","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"Procaryotic Microbiol Lab","Course Total","","102","3.069","14.7","20.6","38.2","16.7","9.8",".",".",".",".",".",".",".",".",".",".","."
"330
Host-Parasite Interactions","001","","59","3.076","28.8","16.9","18.6","18.6","15.3",".","1.7",".",".",".",".",".",".",".",".","."
"370
Bacterial Genetics","001","","107","2.698","15.9","9.3","23.4","13.1","30.8","6.5",".",".",".",".",".",".",".",".","0.9","."
"399
Coord Intrnshp/Cooprtv Educ","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"523
Soil Microbiology & Biochem","001","","8","3.188","25.0","25.0","12.5","37.5",".",".",".",".",".",".",".",".",".",".",".","."
"531
Undergraduate Seminar","001","","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"545
Topics in Biotechnology","001","","48","3.744","56.3","29.2","6.3","2.1",".",".",".","4.2",".",".",".",".",".",".","2.1","."
"550
Physiol Divrsty-Procaryotes","001","","80","2.788","12.5","17.5","23.8","25.0","12.5","8.8",".",".",".",".",".",".",".",".",".","."
"551","001","","17","2.912","17.6","35.3","11.8","5.9","23.5",".","5.9",".",".",".",".",".",".",".",".","."
"551","002","","19","3.500","36.8","31.6","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"551","003","","22","3.136","22.7","18.2","31.8","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"551","004","","16","3.125","18.8","31.3","18.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"Physiol Dvrsty-Procryot Lab","Course Total","","74","3.176","24.3","28.4","23.0","12.2","10.8",".","1.4",".",".",".",".",".",".",".",".","."
"650
Adv Microbiol/Food Pathgens","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 9 of 375"
