"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Naval Ships Systems","104
001","","6","3.417","50.0",".","33.3","16.7","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Naval Sea Power Laboratory","176
001","","14","3.893","85.7","7.1","7.1",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Seapower-Maritime Affairs","214
001","","16","3.688","62.5","12.5","25.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Naval Weapons Laboratory","276
001","","16","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","322
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","322
002","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Navigation & Operations II","Course Total","","6","3.833","83.3",".","16.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Naval Operations Laboratory","376
001","","10","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","444
001","","11","3.500","36.4","27.3","36.4",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","444
002","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Naval Admin & Managemt II","Course Total","","13","3.500","38.5","23.1","38.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Naval Leadership Laboratory","476
001","","12","3.958","91.7","8.3",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"NAV SCI
672","Dept. Total","","93","3.710","77.4","7.5","14.0","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","20","3.625","65.0","10.0","25.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","21","3.797","85.7","4.8","9.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","17","3.776","88.2",".","5.9","5.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","35","3.683","74.3","11.4","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","93","3.710","77.4","7.5","14.0","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","93","3.710","77.4","7.5","14.0","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
