"AGRICULTURAL LIBRARY","Section","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"124
AG LIB","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Info Retrieval-Ag&Life Sci","367
001","","7","4.000","85.7",".","","",".",".","",".",".","",".","","14.3",".","",".",".","",".","",".","",".",".","."
"AG LIB
124","Dept. Total","","7","4.000","85.7","",".","",".",".","",".","",".","",".","14.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"124
AG LIB","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","4.000","66.7","",".","",".",".","",".","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","7","4.000","85.7","",".","",".",".","",".","",".","",".","14.3","",".",".","",".","",".","",".",".",".","."
