"","990
011","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
015","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","12","4.000","41.7",".",".",".",".",".",".","58.3","",".",".","",".","",".","",".",".",".","."
"Independent Work","999
011","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"COMP LIT
260","Dept. Total","415","3.338","28.0","33.0","22.7","5.5","5.1","0.2","1.4","2.7","",".",".","",".","",".","",".","1.2",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","110","3.043","10.9","32.7","36.4","8.2","6.4","0.9","3.6",".","",".",".","",".","",".","",".","0.9",".","."
"Sophomore","","112","3.273","16.1","43.8","25.0","8.9","4.5",".","0.9",".","",".",".","",".","",".","",".","0.9",".","."
"Junior","","50","3.192","20.0","32.0","28.0","4.0","12.0",".","2.0",".","",".",".","",".","",".","",".","2.0",".","."
"Senior","","68","3.540","39.7","30.9","14.7","2.9","4.4",".",".","2.9","",".",".","",".","",".","",".","2.9",".","1.5"
"Undergraduates","","340","3.239","19.7","35.9","27.1","6.8","6.2","0.3","1.8","0.6","",".",".","",".","",".","",".","1.5",".","0.3"
"Special","","3","3.500","33.3","33.3","33.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","72","3.874","66.7","19.4","1.4",".",".",".",".","12.5","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","415","3.338","28.0","33.0","22.7","5.5","5.1","0.2","1.4","2.7","",".",".","",".","",".","",".","1.2",".","0.2"
"March 29, 2013","","","","","","","","","","","","","","","","","","","","","","Page 186 of 375",""
