"ART EDUCATION (DEPT OF ART) Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"322
001","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"322
002","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Course Total
Teachng Art:Pre-Middle Schl","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"001
323
Art in Elementary Education","11","3.591","27.3","63.6","9.1",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"324
001
Art in Secondary Education","8","3.875","75.0","25.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"423
001
Stdt Tchg-Elem School Art","15","3.967","93.3","6.7",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"424
001
Stdt Tchg-Secondary Sch Art","15","3.933","86.7","13.3",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"470
001
Practicum in Teaching Art","12","3.625","33.3","58.3","8.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"493
001
Practicum in Teaching Art","8","3.938","87.5","12.5",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"570
001
Art-Exceptional Education","17","3.794","58.8","41.2",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"699
061
Independent Reading & Rsch","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"951
001
Seminar in Art Education","6","3.667","33.3","66.7",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"999
061
Adv Independent Reading","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ART ED
Dept. Total
176","100","3.841","65.0","31.0","4.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","7","3.625","28.6","71.4",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","56","3.818","62.5","33.9","3.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","64","3.804","59.4","37.5","3.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","26","3.952","84.6","11.5","3.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","10","3.700","50.0","40.0","10.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","100","3.841","65.0","31.0","4.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
