"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","",""
"Human Language","101","001","147","3.373","50.3","19.0","15.0","3.4","2.7","8.2","0.7",".",".",".",".",".",".","0.7",".","."
"Intro Ling-Descript&Theoret","301","001","18","3.265","22.2","27.8","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","5.6"
"Intro to Linguis:Historical","302","001","14","3.583","35.7","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".","7.1","7.1"
"Phonology","310","001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Morphology","322","001","9","3.611","66.7","11.1","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Syntax","330","001","14","3.357","50.0","7.1","14.3","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"Semantics","340","001","18","3.611","66.7","22.2","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Adv Linguis Anal I:Phonolgy","426","001","11","3.822","90.9",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Language and Culture","430","001","10","2.719","30.0","30.0","10.0",".",".",".","20.0","10.0",".",".",".",".",".",".",".","."
"Junior Honors Tutorial","482","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Phonological Theories","510","001","16","3.531","62.5","18.8","12.5",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"The Comparative Method","526","001","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7"
"Syntactic Theories","530","001","8","3.583","25.0","37.5","12.5",".",".",".",".","12.5",".",".",".",".",".",".",".","12.5"
"Intro-Experimntl Phonetics","561","001","9","3.500","33.3","22.2","33.3",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Top-Hist Linguistic Theory","641","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","203","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","204","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Seminar","978","001","8","3.618","37.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","25.0"
"","990","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","038","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","","Course Total","15","4.000","13.3",".",".",".",".",".",".","60.0","6.7",".",".","20.0",".",".",".","."
"","999","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","038","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","","Course Total","6","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
