"476
HORT","","","","","","","","","","","","","","","","","","","","","",""
"","990
037","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
038","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","53","4.000","81.1",".",".",".",".",".",".","17.0","",".",".","",".","1.9","",".",".",".","."
"HORT
476","Dept. Total","292","3.516","55.1","15.1","15.1","4.8","3.1","0.3","2.1","4.1","",".",".","",".","0.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","2.167",".","33.3","33.3",".",".",".","33.3",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","17","3.423","58.8","17.6","17.6",".",".",".","5.9",".","",".",".","",".",".","",".",".",".","."
"Junior","","53","3.157","37.7","18.9","24.5","5.7","5.7","1.9","3.8","1.9","",".",".","",".",".","",".",".",".","."
"Senior","","103","3.388","52.4","15.5","16.5","8.7","4.9",".","1.9",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","176","3.290","47.7","17.0","19.3","6.8","4.5","0.6","3.4","0.6","",".",".","",".",".","",".",".",".","."
"Special","","6","3.409","50.0","16.7",".","16.7",".",".",".","16.7","",".",".","",".",".","",".",".",".","."
"Graduate","","110","3.829","67.3","11.8","9.1","0.9","0.9",".",".","9.1","",".",".","",".","0.9","",".",".",".","."
"","Dept. Total","292","3.516","55.1","15.1","15.1","4.8","3.1","0.3","2.1","4.1","",".",".","",".","0.3","",".",".",".","."
