"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"201
Survey of Biochemistry","001","","118","2.729","22.9","11.9","22.0","8.5","22.9","6.8","5.1",".",".",".",".",".",".",".",".","."
"289
Honors Independent Study","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","17","3.966","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","219","3.123","24.2","10.5","41.6","11.9","9.6","0.9",".",".",".",".",".",".",".","0.9","0.5","."
"508
General Biochemistry II","001","","106","3.119","36.8","4.7","35.8","1.9","16.0","0.9","2.8","0.9",".",".",".",".",".",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","13","3.500","46.2","30.8","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"511","001","","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"511","002","","21","3.500","33.3","42.9","19.0",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","Course Total","","40","3.675","52.5","35.0","10.0",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"550
Topics in Medical Biochem","001","","43","2.500","9.3","7.0","32.6","7.0","30.2","7.0","4.7","2.3",".",".",".",".",".",".",".","."
"602
Biochem Mech-Regulatn/Cell","001","","35","3.379","28.6","25.7","28.6","11.4",".",".",".","5.7",".",".",".",".",".",".",".","."
"603
Eukaryotic Molecular Biol","001","","59","3.036","10.2","22.0","30.5","25.4","5.1",".",".","3.4",".",".",".",".",".",".","3.4","."
"625
Coemzymes&Cofactrs-Enzymlgy","001","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","28","3.429","35.7","21.4","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"682","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"692","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","17","3.929","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
