"","999
050","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
053","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
055","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
067","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Reading","Course Total","27","3.931","81.5","7.4","3.7",".",".",".",".","3.7","",".",".","",".",".","",".","3.7",".","."
"SOC WORK
896","Dept. Total","1479","3.506","53.5","19.7","11.6","7.4","4.2","0.9","0.9","1.2","",".",".","",".","0.1","",".","0.2",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.500","25.0",".","50.0",".",".",".","25.0",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","80","3.243","13.8","47.5","21.3","11.3","3.8",".","1.3",".","",".",".","",".",".","",".",".",".","1.3"
"Junior","","270","3.257","33.0","24.1","19.6","15.2","5.6","1.9","0.7",".","",".",".","",".",".","",".",".",".","."
"Senior","","402","3.254","37.8","18.9","14.2","13.2","9.2","2.2","1.7","2.0","",".",".","",".",".","",".","0.5",".","0.2"
"Undergraduates","","756","3.252","33.5","23.7","17.1","13.6","7.3","1.9","1.5","1.1","",".",".","",".",".","",".","0.3",".","0.3"
"Special","","8","3.750","50.0","12.5","12.5",".",".",".",".","25.0","",".",".","",".",".","",".",".",".","."
"Graduate","","711","3.831","75.0","15.5","5.8","0.8","1.0",".","0.3","1.1","",".",".","",".","0.3","",".","0.1",".","0.1"
"Prof Yr 2","","4","3.636","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","4","3.636","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1479","3.506","53.5","19.7","11.6","7.4","4.2","0.9","0.9","1.2","",".",".","",".","0.1","",".","0.2",".","0.2"
