"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Computers in Business","320
001","44","3.314","22.7","31.8","38.6","2.3",".",".","","2.3","2.3",".","",".",".","",".","",".","",".",".","."
"Tech:Computer-Based Bus Sys","371
001","32","3.719","65.6","15.6","15.6","3.1",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","422
001","15","3.400","20.0","40.0","40.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Decision&Informatn Systems","720
001","31","3.565","38.7","41.9","16.1",".","3.2",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","722
001","13","3.654","53.8","30.8","7.7","7.7",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","135","3.511","39.3","31.1","25.2","2.2","0.7","",".","0.7","0.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","2.500",".",".",".","100.0",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","16","3.563","43.8","25.0","31.3",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","60","3.364","26.7","30.0","38.3","1.7",".","",".","1.7","1.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","77","3.395","29.9","28.6","36.4","2.6",".","",".","1.3","1.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","54","3.657","51.9","33.3","11.1","1.9","1.9","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","3.750","50.0","50.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","4","3.750","50.0","50.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","135","3.511","39.3","31.1","25.2","2.2","0.7","",".","0.7","0.7","",".",".","",".","",".","",".",".",".","."
