"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","",""
"413
Advanced Saxophone","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"415
Advanced Bassoon","032","3","***","","","","","","","","","",".",".",".",".",".",".","."
"417
Advanced Horn","020","8","3.931","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"419
Advanced Trumpet","063","5","***","","","","","","","","","",".",".",".",".",".",".","."
"421
Advanced Trombone","089","3","***","","","","","","","","","",".",".",".",".",".",".","."
"423
Advanced Euphonium","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"425
Advanced Tuba","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"427
Advanced Percussion","033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"431","009","9","3.920","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"431","025","6","3.800","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Violin","Course Total","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"433
Advanced Viola","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"435","071","3","***","","","","","","","","","",".",".",".",".",".",".","."
"435","111","6","3.714","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Cello","Course Total","9","3.793","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"437
Advanced String Bass","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"439
Advanced Harp","113","1","***","","","","","","","","","",".",".",".",".",".",".","."
"440
Advanced Guitar","011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"448","027","3","***","","","","","","","","","",".",".",".",".",".",".","."
"448","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"448","087","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Year Composition","Course Total","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"458
Jazz Composition&Arranging","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"499","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Recital","Course Total","10","3.944","80.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","10.0"
"501","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"501","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"501","029","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Masters Level-Piano","Course Total","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"505","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"505","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Voice","Course Total","3","***","","","","","","","","","","","","","","","",""
"509
Masters Level-Oboe","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"51
Basic Clarinet","060","4","***","","","","","","","","","",".",".",".",".",".",".","."
"511
Masters Level-Clarinet","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 260 of 375",""
