"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","",""
"","790
022","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","6","4.000","16.7",".",".",".",".",".",".","16.7",".",".","",".","33.3","",".",".",".","33.3"
"AFROAMER
106","Dept. Total","907","3.260","31.1","23.8","24.5","8.6","5.7","2.0","1.3","1.7","0.1",".","",".","0.3","",".","0.3",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","56","2.863","14.3","16.1","41.1","8.9","10.7","3.6","5.4",".",".",".","",".",".","",".",".",".","."
"Sophomore","","205","3.327","33.2","24.4","27.8","7.8","2.9","2.4","0.5","0.5",".",".","",".",".","",".",".",".","0.5"
"Junior","","254","3.298","29.5","31.1","23.2","7.9","3.9","1.6","1.6",".",".",".","",".",".","",".","0.8",".","0.4"
"Senior","","337","3.171","27.6","21.4","23.7","10.7","8.3","2.1","1.2","3.9","0.3",".","",".","0.3","",".","0.3",".","0.3"
"Undergraduates","","852","3.227","28.6","24.6","25.7","9.0","5.9","2.1","1.4","1.6","0.1",".","",".","0.1","",".","0.4",".","0.4"
"Special","","7","3.500","71.4",".",".",".","28.6",".",".",".",".",".","",".",".","",".",".",".","."
"Graduate","","48","3.836","68.8","12.5","6.3","2.1",".",".",".","2.1",".",".","",".","4.2","",".",".",".","4.2"
"","Dept. Total","907","3.260","31.1","23.8","24.5","8.6","5.7","2.0","1.3","1.7","0.1",".","",".","0.3","",".","0.3",".","0.6"
