"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","20","2.794","10.0","10.0","35.0","5.0","20.0","5.0",".","15.0",".",".",".",".",".",".",".","."
"","101
002","21","2.881","19.0","19.0","33.3","4.8","14.3","4.8","4.8",".",".",".",".",".",".",".",".","."
"","003
101","23","2.682","30.4","4.3","17.4","4.3","26.1","4.3","8.7","4.3",".",".",".",".",".",".",".","."
"","101
004","23","3.159","30.4","17.4","21.7","4.3","21.7",".",".","4.3",".",".",".",".",".",".",".","."
"","101
005","22","3.214","31.8","31.8","9.1","9.1","9.1",".","4.5","4.5",".",".",".",".",".",".",".","."
"","006
101","24","3.146","29.2","25.0","16.7","12.5","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","101
007","22","2.727","22.7","13.6","18.2","13.6","22.7",".","9.1",".",".",".",".",".",".",".",".","."
"","101
008","20","1.875","5.0","20.0","5.0","5.0","25.0","20.0","20.0",".",".",".",".",".",".",".",".","."
"","101
009","21","2.650","19.0","9.5","19.0","19.0","19.0",".","9.5","4.8",".",".",".",".",".",".",".","."
"","101
010","21","3.357","52.4","4.8","23.8",".","19.0",".",".",".",".",".",".",".",".",".",".","."
"","101
011","22","2.773","22.7","18.2","22.7","9.1","13.6","4.5","9.1",".",".",".",".",".",".",".",".","."
"","013
101","22","3.068","18.2","27.3","27.3","4.5","22.7",".",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","261","2.870","24.5","16.9","20.7","7.7","18.8","3.4","5.4","2.7",".",".",".",".",".",".",".","."
"","102
001","20","2.800","25.0","5.0","30.0","15.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","102
002","18","3.167","27.8","11.1","38.9","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","003
102","16","3.000","25.0","31.3","18.8","6.3","6.3","6.3","6.3",".",".",".",".",".",".",".",".","."
"","102
004","23","3.114","39.1","17.4","8.7","4.3","21.7",".","4.3","4.3",".",".",".",".",".",".",".","."
"","102
005","20","2.550","15.0","10.0","30.0","10.0","15.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","102
006","23","2.727","17.4","4.3","26.1","21.7","21.7",".","4.3","4.3",".",".",".",".",".",".",".","."
"","102
007","22","2.841","22.7","13.6","9.1","18.2","36.4",".",".",".",".",".",".",".",".",".",".","."
"","102
008","23","3.109","39.1","13.0","13.0","17.4","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"","102
009","22","3.068","22.7","31.8","18.2",".","22.7","4.5",".",".",".",".",".",".",".",".",".","."
"","102
010","24","3.188","37.5","8.3","20.8","20.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"","102
011","23","2.717","26.1","8.7","17.4","13.0","26.1",".","8.7",".",".",".",".",".",".",".",".","."
"","012
102","22","3.295","27.3","40.9","13.6",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"","102
013","18","3.056","16.7","22.2","22.2","33.3","5.6",".",".",".",".",".",".",".",".",".",".","."
"","102
014","21","2.952","23.8","23.8","23.8","4.8","14.3","4.8","4.8",".",".",".",".",".",".",".",".","."
"","102
015","16","2.719","25.0",".","31.3","6.3","25.0","12.5",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","311","2.958","26.4","16.1","20.9","12.2","18.0","2.9","2.9","0.6",".",".",".",".",".",".",".","."
"","203
001","12","3.042","25.0","8.3","41.7",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","203
002","13","3.038","23.1","7.7","46.2","15.4",".","7.7",".",".",".",".",".",".",".",".",".","."
"","003
203","15","2.533",".","13.3","40.0","13.3","20.0","13.3",".",".",".",".",".",".",".",".",".","."
"","004
203","23","3.250","34.8","13.0","30.4","8.7","4.3","4.3",".","4.3",".",".",".",".",".",".",".","."
"","203
006","23","3.326","26.1","30.4","34.8",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","007
203","19","2.895","10.5","15.8","47.4","5.3","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","008
203","24","3.196","33.3","8.3","33.3","12.5","4.2","4.2",".","4.2",".",".",".",".",".",".",".","."
"","203
009","21","2.833","4.8","28.6","33.3","14.3","9.5","9.5",".",".",".",".",".",".",".",".",".","."
"","203
010","20","2.763","15.0",".","50.0","15.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".","5.0"
"","011
203","24","3.417","29.2","33.3","29.2","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
013","20","3.025","25.0","15.0","35.0","10.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","014
203","21","2.619","4.8","23.8","23.8","14.3","19.0","14.3",".",".",".",".",".",".",".",".",".","."
"","015
203","16","2.233","6.3",".","18.8","18.8","31.3","18.8",".",".",".",".",".",".",".","6.3",".","."
"Third Semester Spanish","Course Total","251","2.970","19.1","16.3","35.1","10.4","10.8","6.0","0.8","0.8",".",".",".",".",".","0.4",".","0.4"
"","204
001","15","2.964","20.0","13.3","26.7","6.7","26.7",".",".",".",".",".",".",".",".","6.7",".","."
"","204
002","19","3.000","10.5","42.1","21.1","10.5","5.3","10.5",".",".",".",".",".",".",".",".",".","."
