"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"KINESIOLOGY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","","",""
"","116","001","","20","3.475","30.0","35.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","116","002","","25","3.480","20.0","60.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","116","003","","22","3.667","45.5","40.9","4.5","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"First Aid","","Course Total","","67","3.538","31.3","46.3","17.9","3.0",".",".",".","1.5",".",".",".",".",".",".",".","."
"Intro-Athletic Injuries","217","001","","24","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biomechanics","218","001","","70","3.171","22.9","22.9","37.1","8.6","5.7","1.4","1.4",".",".",".",".",".",".",".",".","."
"Intro to Motor Development","223","001","","45","3.456","24.4","53.3","15.6","2.2","4.4",".",".",".",".",".",".",".",".",".",".","."
"","300","001","","7","3.850","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","300","002","","26","3.615","50.0","23.1","26.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Phys Education","","Course Total","","33","3.642","57.6","18.2","21.2","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"Physiology of Exercise","314","001","","70","3.300","18.6","35.7","37.1","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"Measurement-Motor Behavior","315","001","","44","3.489","36.4","29.5","31.8",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"Intro:Neural Basis-Movement","321","001","","64","3.367","29.7","32.8","23.4","9.4","4.7",".",".",".",".",".",".",".",".",".",".","."
"","323","001","","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","323","002","","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","323","003","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Ed-Elem School Children","","Course Total","","60","3.908","83.3","15.0","1.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Elem School Phy Ed","335","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Sport Psychology","350","001","","57","3.179","22.8","33.3","15.8","19.3","3.5","1.8","1.8","1.8",".",".",".",".",".",".",".","."
"Rehab of Athletic Injuries","358","001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assessmnt&Progrmg Adaptd PE","364","001","","16","3.594","31.3","62.5",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Pract:Adapted Physical Educ","365","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-Athletic Training","397","001","","33","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Field-Athletic Training","450","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Sch Phy Ed Stdt Tchg","478","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Secondary-Phys Ed Stdt Tchg","479","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab Tech-Exercise Physiol","615","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics","618","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Clinic Exercise Test&Train","723","001","","50","3.500","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Metab Respns-Exercis&Stress","774","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Hum Muscl Func/Hlth&Disease","779","001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar-Sport Psychology","800","001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Biodynamics Seminar","953","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 104 of 375",""
