"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","386","3.862","86.8","6.0","4.4","0.5","0.3","",".","0.3","1.0","",".",".",".","",".","",".","0.5",".","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","108","3.798","84.3","5.6","7.4","0.9","0.9","",".",".",".","",".",".",".","",".","",".","0.9",".","."
"Sophomore","","104","3.934","93.3","4.8","1.9",".",".","",".",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","74","3.871","90.5","4.1","1.4","1.4",".","",".","1.4",".","",".",".",".","",".","",".",".",".","1.4"
"Senior","","97","3.849","81.4","8.2","6.2",".",".","",".",".","3.1","",".",".",".","",".","",".","1.0",".","."
"Undergraduates","","383","3.862","87.2","5.7","4.4","0.5","0.3","",".","0.3","0.8","",".",".",".","",".","",".","0.5",".","0.3"
"Special","","2","3.500",".","50.0",".",".",".","",".",".","50.0","",".",".",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","386","3.862","86.8","6.0","4.4","0.5","0.3","",".","0.3","1.0","",".",".",".","",".","",".","0.5",".","0.3"
