"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"","999
018","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
019","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Work","Course Total","11","4.000","27.3",".",".",".",".",".",".","72.7","",".",".","",".",".","",".",".",".","."
"HIST SCI
456","Dept. Total","427","3.275","27.9","23.7","21.8","11.2","3.3","0.5","1.4","7.7","",".","0.7","",".","0.2","",".","0.5",".","1.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","82","2.936","12.2","23.2","31.7","22.0","4.9","1.2","3.7",".","",".",".","",".",".","",".","1.2",".","."
"Sophomore","","86","3.251","29.1","22.1","25.6","18.6","3.5","1.2",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","84","3.217","21.4","32.1","28.6","9.5","4.8",".","2.4","1.2","",".",".","",".",".","",".",".",".","."
"Senior","","104","3.407","33.7","27.9","20.2","5.8","2.9",".","1.0","6.7","",".",".","",".",".","",".",".",".","1.9"
"Undergraduates","","356","3.211","24.7","26.4","26.1","13.5","3.9","0.6","1.7","2.2","",".",".","",".",".","",".","0.3",".","0.6"
"Special","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","50.0"
"Graduate","","71","3.893","42.3","9.9",".",".",".",".",".","35.2","",".","7.0","",".","1.4","",".","1.4",".","2.8"
"","Dept. Total","429","3.275","27.7","23.5","21.7","11.2","3.3","0.5","1.4","7.7","",".","1.2","",".","0.2","",".","0.5",".","1.2"
