"","990
092","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
094","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
096","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","97","4.000","71.1",".",".",".",".",".",".","26.8","",".",".","",".","2.1","",".",".",".","."
"PHYSICS
754","Dept. Total","2479","2.987","23.3","16.0","25.7","14.6","16.8","1.5","0.7","1.1","",".",".","",".","0.1","",".","0.0",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","355","2.794","15.2","11.8","31.3","13.5","25.4","1.1","1.7",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","708","2.976","18.1","18.5","29.5","15.8","15.7","1.3","0.6",".","",".",".","",".",".","",".","0.1",".","0.4"
"Junior","","709","2.929","19.2","15.8","25.5","18.1","19.6","1.3","0.6",".","",".",".","",".",".","",".",".",".","."
"Senior","","456","2.969","26.1","14.3","25.0","14.7","16.0","3.1","0.9",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","2228","2.930","19.6","15.7","27.6","15.9","18.5","1.6","0.8",".","",".",".","",".",".","",".","0.0",".","0.1"
"Special","","41","3.218","26.8","34.1","19.5","9.8","7.3","2.4",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","210","3.806","61.9","15.7","6.7","1.0","0.5",".",".","13.3","",".",".","",".","1.0","",".",".",".","."
"","Dept. Total","2479","2.987","23.3","16.0","25.7","14.6","16.8","1.5","0.7","1.1","",".",".","",".","0.1","",".","0.0",".","0.1"
