"L&S","","","","","","","","","","","","","","","","","","","","",""
"","E ASIAN LANGUAGES & LITERA Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Second Semester Chinese","102","001","","58","3.193","37.9","10.3","31.0","6.9","5.2","5.2","1.7",".",".",".",".",".",".","1.7",".","."
"Second Semester Japanese","104","001","","50","3.081","16.0","22.0","20.0","16.0","12.0",".",".","14.0",".",".",".",".",".",".",".","."
"Elementary Korean","106","001","","17","3.235","29.4","17.6","35.3","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"Elementary Chinese","121","001","","43","3.569","46.5","11.6","23.3",".",".","2.3",".","16.3",".",".",".",".",".",".",".","."
"Elementary Japanese","123","001","","27","3.240","37.0","22.2","18.5","7.4",".",".","7.4","7.4",".",".",".",".",".",".",".","."
"Fourth Semester Chinese","202","001","","15","3.357","46.7","13.3","6.7","13.3","13.3",".",".","6.7",".",".",".",".",".",".",".","."
"Fourth Semester Japanese","204","001","","32","2.531","6.3","18.8","37.5","6.3","9.4","15.6","6.3",".",".",".",".",".",".",".",".","."
"Kendo:Intgratn-Mrtl&Lib Art","277","001","","10","3.556","40.0","20.0","30.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Directed Study","299","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sixth Semester Chinese","302","001","","19","3.750","63.2","21.1","5.3","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"Sixth Semester Japanese","304","001","","7","3.143",".","71.4",".","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Chinese","312","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Japanese","320","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Yr Classical Chinese","322","001","","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Korean","326","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intmed Chinese Conversation","331","001","","22","3.467","22.7","18.2","27.3",".",".",".",".","31.8",".",".",".",".",".",".",".","."
"Microcomptr Appl-Chinese St","334","001","","6","3.333","33.3","33.3","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Intmed Japanese Conversatn","335","203","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist-China 1400 BC-589 AD","336","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Classic Chinese-Non-Majors","342","001","","7","3.571","28.6","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey-Chinese Literature","352","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey-Japanese Literature","354","001","","14","3.464","35.7","28.6","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"History of Buddhist Thought","365","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Tech Japanese II","375","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Eighth Semester Chinese","402","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Eighth Semester Japanese","404","001","","10","2.500",".",".","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"Intro to Business Chinese","411","001","","10","3.722","60.0","20.0",".","10.0",".",".",".","10.0",".",".",".",".",".",".",".","."
"Japanese for Bus & Industry","413","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Chinese Ling","432","001","","9","3.679","33.3","55.6",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Intro-Japanese Linguistics","434","001","","9","3.444","33.3","44.4","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Hist-Japn Buddhism 550-1333","455","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fifth-year Chinese","501","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","503","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","503","203","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fifth-year Japanese","","Course Total","","6","3.500","33.3","33.3",".","16.7",".",".",".","16.7",".",".",".",".",".",".",".","."
"Rdgs-Modern Japanese Lit","564","001","","10","3.600","50.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"History-Japanese Language","633","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History-Chinese Literature","652","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","681","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","698","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
