"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"","300
001","218","3.181","16.1","20.6","49.1","11.5","0.5","0.5","0.5","0.9",".",".",".",".",".","0.5",".","."
"","002
300","239","3.395","32.2","24.3","36.4","5.4","1.3","0.4",".",".",".",".",".",".",".",".",".","."
"","300
003","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
300","29","3.552","55.2","17.2","17.2","3.4","6.9",".",".",".",".",".",".",".",".",".",".","."
"Marketing Management","Course Total","493","3.318","27.2","22.1","40.4","7.9","1.2","0.4","0.2","0.4",".",".",".",".",".","0.2",".","."
"","001
305","64","3.151","21.9","6.3","57.8","4.7","7.8",".",".","1.6",".",".",".",".",".",".",".","."
"","002
305","61","3.414","26.2","39.3","24.6","3.3",".",".","1.6","3.3",".",".",".",".",".",".",".","1.6"
"Consumer Behavior","Course Total","125","3.277","24.0","22.4","41.6","4.0","4.0",".","0.8","2.4",".",".",".",".",".",".",".","0.8"
"","310
001","56","3.083","10.7","25.0","37.5","16.1","7.1",".",".","1.8",".",".",".",".",".",".",".","1.8"
"","310
002","54","3.213","20.4","29.6","33.3","13.0","1.9",".","1.9",".",".",".",".",".",".",".",".","."
"Marketing Research","Course Total","110","3.148","15.5","27.3","35.5","14.5","4.5",".","0.9","0.9",".",".",".",".",".",".",".","0.9"
"","399
021","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
026","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
040","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Rsch-Marketing","Course Total","10","3.591","40.0","20.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Communications","415
001","51","3.078","3.9","29.4","51.0","9.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","420
001","46","3.272","10.9","34.8","52.2","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"","420
002","47","3.315","12.8","40.4","40.4","4.3",".",".",".","2.1",".",".",".",".",".",".",".","."
"Global Marketing","Course Total","93","3.293","11.8","37.6","46.2","3.2",".",".",".","1.1",".",".",".",".",".",".",".","."
"Product & Price Management","430
001","39","3.090","15.4","12.8","59.0",".","12.8",".",".",".",".",".",".",".",".",".",".","."
"Promotional Campaigns","454
001","6","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
001","38","3.263","26.3","18.4","39.5","13.2","2.6",".",".",".",".",".",".",".",".",".",".","."
"","002
460","37","3.432","16.2","54.1","29.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
003","44","3.341","6.8","54.5","38.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Strategy","Course Total","119","3.345","16.0","42.9","36.1","4.2","0.8",".",".",".",".",".",".",".",".",".",".","."
"Sales Management","635
001","35","3.794","65.7","25.7","2.9","2.9",".",".",".","2.9",".",".",".",".",".",".",".","."
"","700
001","21","3.526","33.3","28.6","28.6",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"","700
002","17","3.588","29.4","58.8","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Management","Course Total","38","3.556","31.6","42.1","21.1",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Consumer Behavior","705
001","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Research","710
001","27","3.580","44.4","18.5","29.6",".",".",".",".","7.4",".",".",".",".",".",".",".","."
"Marketing Communications","715
001","35","3.588","48.6","20.0","25.7","2.9",".",".",".","2.9",".",".",".",".",".",".",".","."
"Global Marketing","720
001","33","3.484","30.3","51.5","12.1",".",".",".","3.0",".",".",".",".",".",".","3.0",".","."
"Product & Price Management","730
001","29","3.574","44.8","17.2","31.0",".",".",".",".","6.9",".",".",".",".",".",".",".","."
"Marketing Strategy","001
760","21","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
001","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","13","3.389","15.4","46.2","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
003","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","45","3.780","62.2","24.4","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
040","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
