"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Masters Level-Saxophone","513","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Horn","517","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Trumpet","519","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Euphonium","523","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Tuba","525","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Violin","531","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","038","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","040","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Masters Level-Viola","533","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Cello","535","111","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-String Bass","537","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Accompanying","542","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level Composition","548","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Flute","7","001","9","3.500","22.2","55.6","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Doctoral Level-Piano","701","029","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Organ","703","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Violin","71","023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Clarinet","711","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Saxophone","713","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Trumpet","719","063","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Trombone","721","089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Tuba","725","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","735","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","735","111","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Cello","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Doctoral Level Composition","748","087","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Guitar","76","011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Harp","79","113","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
