"","990
032","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
033","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
034","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","67","4.000","50.7",".",".",".",".",".",".","28.4","",".",".","",".","20.9","",".",".",".","."
"FOOD SCI
390","Dept. Total","827","3.132","25.8","18.6","25.3","9.8","8.5","2.9","0.7","3.1","",".","3.3","",".","1.7","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","80","2.731","11.3","15.0","27.5","21.3","18.8","5.0","1.3",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","156","3.044","18.6","23.7","31.4","14.7","7.7","2.6","0.6",".","",".","0.6","",".",".","",".",".",".","."
"Junior","","136","3.021","21.3","20.6","24.3","11.8","12.5","3.7","1.5","0.7","",".","2.9","",".",".","",".","0.7",".","."
"Senior","","307","3.082","22.5","20.2","29.3","7.8","7.2","3.6","0.7","1.6","",".","7.2","",".",".","",".",".",".","."
"Undergraduates","","679","3.013","20.0","20.5","28.6","11.8","9.7","3.5","0.9","0.9","",".","4.0","",".",".","",".","0.1",".","."
"Special","","20","3.103","35.0","10.0","20.0","5.0","20.0",".",".",".","",".",".","",".",".","",".","10.0",".","."
"Graduate","","128","3.881","54.7","10.2","8.6",".",".",".",".","15.6","",".",".","",".","10.9","",".",".",".","."
"","Dept. Total","827","3.132","25.8","18.6","25.3","9.8","8.5","2.9","0.7","3.1","",".","3.3","",".","1.7","",".","0.4",".","."
