"","999
091","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
101","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
112","6","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".","",".",".","",".",".","."
"Advanced Independent Work","Course Total","45","4.000","31.1",".",".",".",".",".",".","53.3","2.2",".","",".","8.9","",".",".",".","4.4"
"MUSIC
660","Dept. Total","3211","3.646","71.3","10.7","9.7","1.7","1.7","0.5","0.4","3.3","0.0","0.2","",".","0.1","",".","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","479","3.520","67.6","14.0","12.7","1.7","1.9","0.6","1.0",".",".","0.4","",".",".","",".",".",".","."
"Sophomore","","744","3.616","75.9","9.4","9.4","1.3","2.3","0.8","0.5","0.1",".",".","",".",".","",".","0.1",".","."
"Junior","","736","3.668","75.5","9.8","9.5","2.2","1.6","0.3","0.1","0.5",".","0.4","",".",".","",".",".",".","."
"Senior","","896","3.652","68.0","12.9","10.5","2.0","1.7","0.6","0.2","3.7",".","0.2","",".",".","",".","0.2",".","."
"Undergraduates","","2855","3.625","71.9","11.4","10.3","1.8","1.9","0.6","0.4","1.3",".","0.2","",".",".","",".","0.1",".","."
"Special","","90","3.764","46.7","1.1","1.1","1.1","2.2","1.1","1.1","45.6",".",".","",".",".","",".",".",".","."
"Graduate","","274","3.821","70.4","6.6","5.1","0.7","0.4",".",".","13.1","0.4","0.4","",".","1.5","",".",".",".","1.5"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","3220","3.646","71.1","10.7","9.6","1.7","1.7","0.5","0.4","3.6","0.0","0.2","",".","0.1","",".","0.1",".","0.1"
