"","999
033","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
063","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
078","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Work","Course Total","29","3.904","72.4","17.2",".",".",".",".",".","6.9",".",".","",".",".","",".",".",".","3.4"
"POLI SCI
778","Dept. Total","3080","3.127","22.4","24.1","27.4","12.9","8.0","1.8","0.9","1.4","0.1","0.1","",".","0.6","",".","0.2","0.0","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","402","2.843","7.5","24.6","32.1","16.7","12.4","5.2","1.2",".",".",".","",".",".","",".","0.2",".","."
"Sophomore","","775","3.085","17.7","23.2","33.5","14.8","8.5","1.4","0.6",".",".","0.1","",".",".","",".",".",".","."
"Junior","","784","3.140","22.4","26.5","26.8","12.2","8.0","1.8","1.4","0.1",".",".","",".",".","",".","0.4",".","0.3"
"Senior","","844","3.164","24.2","23.8","26.5","13.5","7.8","1.2","0.9","1.4",".","0.1","",".",".","",".","0.4",".","0.1"
"Undergraduates","","2805","3.089","19.5","24.5","29.3","14.0","8.7","2.0","1.0","0.5",".","0.1","",".",".","",".","0.2",".","0.1"
"Special","","39","3.346","20.5","30.8","25.6","10.3",".",".",".","7.7",".",".","",".","2.6","",".",".","2.6","."
"Graduate","","236","3.826","56.8","18.2","4.7",".",".",".",".","11.0","0.8",".","",".","6.8","",".",".",".","1.7"
"","Dept. Total","3080","3.127","22.4","24.1","27.4","12.9","8.0","1.8","0.9","1.4","0.1","0.1","",".","0.6","",".","0.2","0.0","0.2"
