"L&S","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY & GEOPHYSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY
420","Dept. Total","1319","2.833","22.1","11.3","27.8","8.9","17.8","5.5","2.0","3.4","0.1","0.1","",".","0.8","",".","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","201","2.437","7.5","7.0","26.4","12.9","33.8","10.0","2.5",".",".",".","",".",".","",".",".",".","."
"Sophomore","","287","2.737","20.6","5.9","31.0","8.7","24.0","7.0","2.4",".",".",".","",".",".","",".","0.3",".","."
"Junior","","249","2.836","20.1","16.5","31.3","8.0","13.7","6.8","2.4","0.8","0.4",".","",".",".","",".",".",".","."
"Senior","","409","2.903","20.3","15.2","29.8","10.8","15.4","3.7","1.5","2.9",".","0.2","",".",".","",".","0.2",".","."
"Undergraduates","","1146","2.743","18.1","11.7","29.8","10.0","20.4","6.3","2.1","1.2","0.1","0.1","",".",".","",".","0.2",".","."
"Special","","23","3.010","30.4","4.3","34.8",".","4.3",".","8.7","13.0",".",".","",".",".","",".",".","4.3","."
"Graduate","","150","3.726","51.3","9.3","11.3","1.3",".",".",".","18.7",".",".","",".","6.7","",".",".","1.3","."
"","Dept. Total","1319","2.833","22.1","11.3","27.8","8.9","17.8","5.5","2.0","3.4","0.1","0.1","",".","0.8","",".","0.2","0.2","."
