"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Directed Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"704
Princ of Programming Langs","001","","13","3.731","69.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"712
Finite Difference Methods","001","","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Network Flows","001","","10","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"730
Nonlinear Progm Algorithms","001","","10","3.625","40.0","20.0","20.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"733
Comput Meths-Lg Sparse Sys","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","27","3.577","55.6","22.2","7.4",".","11.1",".",".",".",".",".",".",".",".",".","3.7","."
"740
Advanced Computer Networks","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"750
Real-time Computing Systems","001","","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","6","3.667","66.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","34","3.632","55.9","26.5","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"766
Computer Vision","001","","21","3.738","57.1","33.3","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"774
Prob-Computatnl Linguistics","001","","8","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"784
Data Models and Languages","001","","27","3.558","29.6","55.6","7.4",".","3.7",".",".","3.7",".",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","092","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","12","3.944","58.3","8.3",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"799","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","092","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","106","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","108","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
