"PHYSICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","",""
"522
Advanced Classical Physics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"531
Intro to Quantum Mechanics","001","","10","3.400","40.0","20.0","30.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"546
Lasers","001","","7","3.861","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"551
Solid State Physics","001","","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"601
Scientific Presentation","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"625
Applied Optics","001","","20","3.630","40.0","45.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"715
Statistical Mechanics","001","","11","3.273","36.4","9.1","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"726
Plasma Magnetohydrodynamics","001","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"732
Quantum Mechanics","001","","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"735
Particle Physics","001","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
Independent Study","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"832
Advanced Quantum Mechanics","001","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"833
Adv Math-Quantum Field Thry","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922
Seminar in Plasma Physics","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943
Seminar-Atomic Physics","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","058","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","5","***","","","","","","","","","",".",".",".",".",".",".","."
