"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2043","3.326","35.1","22.3","21.1","9.2","5.0","1.6","0.5","0.9","",".","3.8",".","0.2","",".","0.2",".","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","76","3.020","26.3","17.1","26.3","13.2","13.2","2.6","1.3",".","",".",".",".",".","",".",".",".","."
"Sophomore","","324","3.046","19.4","22.2","31.8","12.7","9.6","3.1","0.9","0.3","",".",".",".",".","",".",".",".","."
"Junior","","560","3.273","30.0","22.1","26.1","12.0","5.0","0.7","0.5",".","",".","3.4",".",".","",".","0.2",".","."
"Senior","","916","3.414","38.4","23.7","17.0","7.2","3.4","1.9","0.3","1.4","",".","6.3",".",".","",".","0.3",".","."
"Undergraduates","","1876","3.288","32.1","22.7","22.7","9.8","5.3","1.8","0.5","0.7","",".","4.1",".",".","",".","0.2",".","."
"Special","","18","3.491","44.4","27.8","16.7","5.6","5.6",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","149","3.818","71.8","16.1","2.7","1.3","1.3",".",".","2.7","",".",".",".","2.7","",".",".",".","1.3"
"","College Total","2043","3.326","35.1","22.3","21.1","9.2","5.0","1.6","0.5","0.9","",".","3.8",".","0.2","",".","0.2",".","0.1"
