"","996
025","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","996
041","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research-Plant Physiology","Course Total","10","4.000","50.0",".",".",".",".",".",".","10.0","",".",".","",".","40.0","",".",".",".","."
"Independent Work","999
043","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"BOTANY
208","Dept. Total","893","3.065","33.4","15.3","21.9","9.2","13.7","2.7","1.9","1.1","",".","0.1","",".","0.6","",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","111","2.652","17.1","10.8","22.5","10.8","31.5","3.6","3.6",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","199","2.904","26.1","15.1","21.6","12.6","18.1","5.0","1.0",".","",".",".","",".",".","",".","0.5",".","."
"Junior","","237","3.052","28.7","15.2","27.0","10.5","13.9","2.1","2.1",".","",".","0.4","",".",".","",".",".",".","."
"Senior","","236","3.186","37.3","16.9","25.4","8.5","7.6","2.1","1.7","0.4","",".",".","",".",".","",".",".",".","."
"Undergraduates","","783","2.990","29.0","15.1","24.5","10.5","15.6","3.1","1.9","0.1","",".","0.1","",".",".","",".","0.1",".","."
"Special","","11","2.943","54.5","27.3",".",".",".",".","18.2",".","",".",".","",".",".","",".",".",".","."
"Graduate","","99","3.861","65.7","16.2","4.0",".",".",".",".","9.1","",".",".","",".","5.1","",".",".",".","."
"","Dept. Total","893","3.065","33.4","15.3","21.9","9.2","13.7","2.7","1.9","1.1","",".","0.1","",".","0.6","",".","0.1",".","."
