"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"775","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"775","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","201","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","38","4.000","13.2",".",".",".",".",".",".","86.8",".",".",".",".",".",".",".","."
