"Research and Thesis","Course Total","9","4.000","77.8",".",".",".",".",".",".","11.1","",".",".","",".","11.1","",".",".",".","."
"","999
010","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
012","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","572","3.193","31.5","20.1","24.5","13.5","6.6","2.6","0.5","0.3","",".",".","",".","0.2","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","2.901","21.2","16.7","27.3","15.2","15.2","3.0","1.5",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","110","3.012","21.8","17.3","32.7","14.5","9.1","2.7","1.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","112","3.068","20.5","18.8","29.5","19.6","8.0","2.7",".",".","",".",".","",".",".","",".","0.9",".","."
"Senior","","243","3.317","36.6","23.9","21.0","11.5","3.7","2.9",".","0.4","",".",".","",".",".","",".",".",".","."
"Undergraduates","","531","3.152","28.2","20.5","26.0","14.3","7.2","2.8","0.6","0.2","",".",".","",".",".","",".","0.2",".","."
"Special","","11","3.574","45.5","36.4","9.1","9.1",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","30","3.913","83.3","6.7","3.3",".",".",".",".","3.3","",".",".","",".","3.3","",".",".",".","."
"","Dept. Total","572","3.193","31.5","20.1","24.5","13.5","6.6","2.6","0.5","0.3","",".",".","",".","0.2","",".","0.2",".","."
