"","999
042","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","999
049","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","999
050","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Independent Research Prob","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"JOURN
512","Dept. Total","2500","3.223","24.3","28.8","25.3","9.2","7.0","1.1","0.5","1.0","0.1","2.0","0.1","0.2","",".","0.2",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","446","3.091","14.6","33.2","28.5","14.1","6.3","2.2","0.2",".",".","0.2",".",".","",".","0.7",".","."
"Sophomore","","640","3.226","24.8","29.5","27.7","7.8","8.3","0.6","0.9",".",".","0.2","0.2",".","",".",".",".","."
"Junior","","576","3.170","22.0","30.4","25.3","10.1","7.8","1.4","0.7",".","0.2","1.9",".",".","",".","0.2",".","."
"Senior","","618","3.218","25.6","26.9","24.8","9.7","7.0","1.0","0.2","1.8",".","2.8","0.3",".","",".",".",".","0.2"
"Undergraduates","","2280","3.185","22.3","29.7","26.4","10.1","7.4","1.2","0.5","0.5","0.0","1.3","0.1",".","",".","0.2",".","0.0"
"Special","","25","3.240","20.0","20.0","32.0",".","12.0",".",".","16.0",".",".",".",".","",".",".",".","."
"Graduate","","194","3.699","48.5","19.1","10.8",".","1.5",".",".","5.7","0.5","10.8",".","2.6","",".","0.5",".","."
"Prof Yr 2","","1","0.000",".",".",".",".",".",".","100.0",".",".",".",".",".","",".",".",".","."
"Professionals","","1","0.000",".",".",".",".",".",".","100.0",".",".",".",".",".","",".",".",".","."
"","Dept. Total","2500","3.223","24.3","28.8","25.3","9.2","7.0","1.1","0.5","1.0","0.1","2.0","0.1","0.2","",".","0.2",".","0.0"
