"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","8498","3.236","36.5","16.2","20.1","8.4","8.7","2.2","1.0","4.9","0.0","0.8",".","1.0","",".","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Freshmen","","611","2.856","21.8","16.4","20.9","13.4","20.3","4.4","1.5",".",".","1.3",".",".","",".",".",".","."
"Sophomore","","978","3.058","27.2","17.5","25.5","13.0","11.1","3.0","0.9",".",".","1.8",".",".","",".",".",".","."
"Junior","","1511","2.999","25.3","18.5","25.2","11.7","13.5","3.0","1.9","0.2",".","0.4",".",".","",".","0.1",".","0.1"
"Senior","","2990","3.146","30.8","19.4","24.7","9.9","9.3","2.7","1.2","0.6",".","1.1",".",".","",".","0.1","0.1","0.1"
"Undergraduates","","6090","3.064","28.0","18.6","24.6","11.2","11.8","3.0","1.3","0.3",".","1.1",".",".","",".","0.1","0.0","0.1"
"Special","","172","3.381","33.1","23.3","16.9","2.9","6.4","1.2",".","11.6",".",".",".",".","",".","1.7","2.9","."
"Graduate","","2226","3.819","59.6","9.4","8.0","1.1","0.5",".",".","17.3","0.0","0.1",".","3.8","",".",".","0.1","0.1"
"Prof Yr 2","","4","3.444","50.0",".","25.0",".","25.0",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","8","3.941","62.5","12.5",".",".",".",".",".","25.0",".",".",".",".","",".",".",".","."
"Prof Yr 4","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","16","3.806","68.8","6.3","6.3",".","6.3",".",".","12.5",".",".",".",".","",".",".",".","."
"","College Total","8506","3.236","36.4","16.2","20.1","8.4","8.7","2.2","1.0","5.0","0.0","0.8",".","1.0","",".","0.1","0.1","0.1"
